stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
큐로,18년 12월,231,-94,-81,-40.53,-34.93,-7.94,0.92,-0.11
큐로,19년 3월,315,21,23,6.66,7.39,32.43,1.05,0.03
큐로,19년 6월,423,83,6,19.71,1.42,200.06,1.61,0.01
큐로,19년 9월,432,43,74,10,17.08,16.52,1.40,0.09
큐로,19년 12월,301,50,-72,16.54,-23.81,-20.57,1.72,-0.08
큐로,20년 3월,362,40,68,11.03,18.72,18.65,1.19,0.07
큐로,20년 6월,335,15,-27,4.41,-8.07,-64.55,1.66,-0.02
크라운제과,17년 3월,388,40,28,10.44,7.16,-,0,-
크라운제과,17년 6월,1028,73,46,7.14,4.45,53.34,2.10,0.04
크라운제과,17년 9월,956,29,18,3.04,1.86,129.97,1.95,0.02
크라운제과,17년 12월,1071,68,45,6.39,4.24,41.13,1.55,0.04
크라운제과,18년 3월,1046,87,58,8.32,5.58,29.29,1.39,0.05
크라운제과,18년 6월,963,67,50,7,5.22,32.67,1.28,0.04
크라운제과,18년 9월,883,36,21,4.08,2.39,72.49,1.17,0.02
크라운제과,18년 12월,994,12,7,1.22,0.72,173.90,0.96,0.01
크라운제과,19년 3월,997,80,58,8,5.77,23.91,1.05,0.04
크라운제과,19년 6월,945,62,42,6.60,4.40,30.58,0.94,0.03
크라운제과,19년 9월,926,48,33,5.17,3.53,35.59,0.84,0.02
크라운제과,19년 12월,998,75,58,7.54,5.77,20.09,0.81,0.04
크라운제과,20년 3월,1009,95,64,9.46,6.39,14.43,0.64,0.04
크라운제과,20년 6월,910,46,41,5.11,4.48,28.77,0.78,0.03
크라운해태홀딩스,09년 9월,820,78,69,9.57,8.45,14.40,0.78,0.05
크라운해태홀딩스,09년 12월,-,-,-,-,-,-,0.82,-
크라운해태홀딩스,10년 3월,959,144,53,15.06,5.55,18.21,0.71,0.04
크라운해태홀딩스,10년 6월,925,128,112,13.84,12.07,13.59,0.93,0.08
크라운해태홀딩스,10년 9월,834,59,37,7.03,4.41,49.71,1.10,0.02
크라운해태홀딩스,10년 12월,-,-,-,-,-,-,1.27,-
크라운해태홀딩스,11년 3월,1010,108,51,10.65,5.06,41.97,0.93,0.03
크라운해태홀딩스,11년 6월,954,84,45,8.78,4.71,47.19,0.90,0.02
크라운해태홀딩스,11년 9월,955,80,39,8.37,4.08,48.19,0.79,0.02
크라운해태홀딩스,11년 12월,-,-,-,-,-,-,1.43,-
크라운해태홀딩스,12년 3월,2719,149,25,5.46,0.79,100.92,-,-
크라운해태홀딩스,12년 6월,2927,267,144,9.13,5.76,17.88,-,-
크라운해태홀딩스,12년 9월,2952,172,80,5.83,3.35,40.26,-,-
크라운해태홀딩스,12년 12월,2746,168,86,6.13,3.41,36.79,1.63,-
크라운해태홀딩스,13년 3월,2679,146,54,5.45,1.91,77.19,2.02,0.03
크라운해태홀딩스,13년 6월,2865,253,128,8.85,5,30.22,1.88,0.06
크라운해태홀딩스,13년 9월,2899,204,71,7.03,2.83,53.68,1.77,0.03
크라운해태홀딩스,13년 12월,2740,94,-72,3.43,-2.78,-59.41,2.09,-0.04
크라운해태홀딩스,15년 9월,3074,242,138,7.87,4.96,90.12,4.70,0.06
크라운해태홀딩스,15년 12월,2933,120,62,4.08,1.88,136.76,3.17,0.02
크라운해태홀딩스,16년 3월,2902,134,67,4.63,2.42,124.04,3.03,0.03
크라운해태홀딩스,16년 6월,3108,225,105,7.23,4.35,59.39,2.06,0.04
크라운해태홀딩스,16년 9월,3057,221,93,7.22,4.16,49.64,1.54,0.03
크라운해태홀딩스,16년 12월,2821,79,97,2.81,4.02,44.82,1.42,0.03
크라운해태홀딩스,17년 3월,2571,123,1648,4.79,64.33,2.75,1.70,0.67
크라운해태홀딩스,17년 6월,2228,111,46,4.98,3.18,54.25,1.23,0.02
크라운해태홀딩스,17년 9월,2355,108,39,4.59,2.69,45.28,0.86,0.02
크라운해태홀딩스,17년 12월,2867,0,-37,-0.01,-1.21,-59.20,0.80,-0.02
크라운해태홀딩스,18년 3월,2688,115,11,4.27,1.65,194.31,0.71,0
크라운해태홀딩스,18년 6월,2805,173,51,6.17,3.49,48.31,0.82,0.02
크라운해태홀딩스,18년 9월,2852,144,41,5.05,2.45,53.99,0.72,0.01
크라운해태홀딩스,18년 12월,2576,-16,-55,-0.63,-4.02,-31.79,0.59,-0.02
크라운해태홀딩스,19년 3월,2552,95,8,3.71,1.43,221.74,0.62,0
크라운해태홀딩스,19년 6월,2751,142,-29,5.18,-0.40,-67.37,0.66,-0.01
크라운해태홀딩스,19년 9월,2746,149,45,5.41,2.93,38.06,0.58,0.02
크라운해태홀딩스,19년 12월,2503,9,-232,0.35,-13.21,-6.92,0.60,-0.08
크라운해태홀딩스,20년 3월,2587,145,29,5.62,3.21,41.07,0.44,0.01
크라운해태홀딩스,20년 6월,2735,212,94,7.75,5.23,13.49,0.45,0.03
키다리스튜디오,09년 9월,11,-1,-2,-10.37,-16.56,-52.59,2.41,-0.05
키다리스튜디오,09년 12월,24,6,5,23.37,21.82,22.44,2.56,0.12
키다리스튜디오,10년 3월,13,-3,-3,-20.91,-25.04,-60.87,4.71,-0.07
키다리스튜디오,10년 6월,14,-1,-2,-10.19,-12.85,-102.89,4.67,-0.04
키다리스튜디오,10년 9월,18,3,2,14.88,10.58,94.95,4.36,0.05
키다리스튜디오,10년 12월,19,1,1,5.63,2.90,226.10,2.90,0.01
키다리스튜디오,11년 3월,7,-8,-9,-113.68,-126.11,-10.43,1.23,-0.15
키다리스튜디오,11년 6월,20,2,1,10.82,5.21,91.80,1.29,0.01
키다리스튜디오,11년 9월,8,-8,-10,-99.75,-114.29,-10.29,1.26,-0.12
키다리스튜디오,11년 12월,7,-16,0,-250.55,6.31,374.83,2.90,0.01
키다리스튜디오,12년 3월,9,-3,-3,-36.01,-39.06,-40.52,1.28,-0.04
키다리스튜디오,12년 6월,5,-9,-10,-206.59,-220.80,-15.70,1.60,-0.10
키다리스튜디오,12년 9월,27,-4,2,-13.21,6.64,138.23,1.42,0.01
키다리스튜디오,12년 12월,52,-18,-19,-34.92,-36.24,-19.05,2.23,-0.10
키다리스튜디오,13년 3월,46,-8,-9,-17.69,-19.62,-44.20,2.56,-0.06
키다리스튜디오,13년 6월,55,3,2,4.91,2.76,361.36,3.74,0.01
키다리스튜디오,13년 9월,69,8,8,11.27,10.99,62.63,3.07,0.05
키다리스튜디오,13년 12월,52,8,7,15.07,12.85,72.16,2.96,0.05
키다리스튜디오,15년 9월,70,2,3,2.59,4.53,223.55,2.12,0.01
키다리스튜디오,15년 12월,78,-4,14,-5.06,14.30,47.51,2.04,0.05
키다리스튜디오,16년 3월,75,-2,-2,-3.08,-2.14,-327.57,1.80,-0.01
키다리스튜디오,16년 6월,60,-2,-32,-3.88,-54,-14.60,2.27,-0.13
키다리스튜디오,16년 9월,70,-1,0,-1.26,-0.17,"-4,065.68",2.35,0
키다리스튜디오,16년 12월,56,3,-28,5.55,-49.73,-16.73,2.63,-0.15
키다리스튜디오,17년 3월,26,-1,-2,-4.09,-8.44,-194.15,2.41,-0.01
키다리스튜디오,17년 6월,27,-2,-1,-6.13,-2.34,-830.56,2.95,0
키다리스튜디오,17년 9월,38,-2,-2,-4.27,-4.80,-258.62,2.36,-
키다리스튜디오,17년 12월,52,-1,-18,-1.22,-34.43,-23.49,2.55,-0.10
키다리스튜디오,18년 3월,41,0,-1,-1.20,-1.41,"-1,060.58",3.73,0
키다리스튜디오,18년 6월,54,4,5,6.58,10.08,84.38,2.72,0.03
키다리스튜디오,18년 9월,53,-2,-4,-3.40,-6.96,-122.43,2.71,-0.02
키다리스튜디오,18년 12월,48,1,0,2.87,0.59,"1,247.14",2.15,0
키다리스튜디오,19년 3월,53,3,2,5.57,4.05,199.23,2.55,0.01
키다리스튜디오,19년 6월,54,-0.08,-1,-0.15,-0.98,-929.47,2.96,0
키다리스튜디오,19년 9월,77,2,0,2.58,-0.31,"-2,494.20",3.35,-
키다리스튜디오,19년 12월,89,2,26,2.47,24.12,26.73,3.33,0.12
키다리스튜디오,20년 3월,113,11,8,9.53,6.64,87.02,3.33,0.04
키다리스튜디오,20년 6월,117,16,-7,13.81,-5.69,-151.55,5.57,-0.03
키움증권,09년 9월,1121,293,221,26.15,19.74,39.47,1.79,0.05
키움증권,09년 12월,1058,272,193,25.68,18.27,47.57,1.56,0.04
키움증권,10년 3월,-,-,-,-,-,-,1.59,-
키움증권,10년 6월,-,-,-,-,-,-,-,-
키움증권,10년 9월,-,-,-,-,-,-,-,-
키움증권,10년 12월,-,-,-,-,-,-,-,-
키움증권,11년 3월,0,0,0,-,-,-,1.90,-
키움증권,11년 6월,1218,358,268,29.39,22.06,46.20,1.76,0.04
키움증권,11년 9월,1745,395,298,22.65,17.19,42.25,1.72,0.04
키움증권,11년 12월,1223,563,425,46,34.85,28.46,1.56,0.06
키움증권,12년 3월,1494,364,278,24.39,18.81,56.36,1.95,0.04
키움증권,12년 6월,1351,105,84,7.75,5.17,160.79,1.70,0.01
키움증권,12년 9월,1310,301,233,22.93,18.34,62.02,1.77,0.03
키움증권,12년 12월,1162,66,54,5.64,4.97,241.47,1.59,0.01
키움증권,13년 3월,1293,157,144,12.14,10.48,105.12,1.81,0.02
키움증권,13년 6월,1757,92,73,5.24,4.20,166.30,1.49,0.01
키움증권,13년 9월,1378,279,192,20.22,13.90,59.86,1.37,0.02
키움증권,13년 12월,1389,165,97,11.87,6.81,114.69,1.31,0.01
키움증권,15년 9월,2481,535,385,21.58,15.64,32.46,1.16,0.04
키움증권,15년 12월,1743,276,258,15.84,14.64,53.14,1.24,0.02
키움증권,16년 3월,2380,694,505,29.15,21.24,29.24,1.30,0.05
키움증권,16년 6월,1961,475,389,24.21,19.88,40.58,1.35,0.03
키움증권,16년 9월,2170,538,430,24.81,19.87,36.83,1.31,0.04
키움증권,16년 12월,2925,600,476,20.51,16.26,33.43,1.28,0.04
키움증권,17년 3월,2963,786,606,26.53,20.50,29.66,1.41,0.05
키움증권,17년 6월,2648,879,728,33.19,27.37,28.36,1.40,0.05
키움증권,17년 9월,2667,434,329,16.26,12.10,48.66,1.06,0.02
키움증권,17년 12월,3885,1060,739,27.27,19.60,26.19,1.27,0.05
키움증권,18년 3월,5147,1142,877,22.19,16.99,29.10,1.45,0.05
키움증권,18년 6월,4581,859,796,18.75,17.31,34.63,1.37,0.04
키움증권,18년 9월,4686,795,482,16.96,10.35,51.32,1.19,0.02
키움증권,18년 12월,7054,94,-218,1.34,-3.12,-91.28,0.97,-0.01
키움증권,19년 3월,7348,2026,1579,27.57,21.60,13.04,0.97,0.08
키움증권,19년 6월,7037,653,555,9.28,7.55,37.31,0.95,0.03
키움증권,19년 9월,8021,858,667,10.70,8.16,25.86,0.77,0.03
키움증권,19년 12월,8218,1200,827,14.61,10.32,24.42,0.89,0.04
키움증권,20년 3월,24986,103,94,0.41,0.27,188.15,0.82,0
키움증권,20년 6월,20788,3140,2199,15.10,10.66,10.07,0.92,0.10
키위미디어그룹,09년 9월,13,-12,-14,-92.10,-107.71,-6.57,1.46,-0.20
키위미디어그룹,09년 12월,41,-20,-43,-48.48,-106.36,-0.82,-4.12,-1.62
키위미디어그룹,10년 3월,14,-17,-18,-125.16,-129.65,-6.95,3.60,-0.42
키위미디어그룹,10년 6월,10,-17,-15,-171.25,-147.05,-27.13,4.54,-0.16
키위미디어그룹,10년 9월,8,-13,-19,-167.99,-252.99,-8.52,1.59,-0.19
키위미디어그룹,10년 12월,30,-9,-22,-30.97,-72.43,-8.50,2.17,-0.23
키위미디어그룹,11년 3월,133,1,1,1.01,0.57,486.15,3.26,0.01
키위미디어그룹,11년 6월,120,7,17,5.46,14.34,38.46,4.92,0.14
키위미디어그룹,11년 9월,181,16,25,9.06,13.75,39.98,6.22,0.17
키위미디어그룹,11년 12월,571,101,136,17.75,23.73,7.24,3.23,0.58
키위미디어그룹,12년 3월,114,-12,-17,-10.60,-15.15,-53.72,2.97,-0.05
키위미디어그룹,12년 6월,233,22,21,9.35,9.08,36.18,-,-
키위미디어그룹,12년 9월,198,15,10,7.70,5.01,83.40,-,-
키위미디어그룹,12년 12월,75,-48,-71,-63.50,-94.84,-8.32,1.84,-
키위미디어그룹,13년 3월,-,-25,-22,-,-,-23.91,1.55,-0.06
키위미디어그룹,13년 6월,84,-29,-132,-34.84,-156.76,-2.76,0.87,-0.32
키위미디어그룹,13년 9월,73,-44,-61,-59.71,-89.13,-6.45,0.87,-0.13
키위미디어그룹,13년 12월,23,-55,-94,-240.17,-442.11,-2.60,0.64,-0.22
키위미디어그룹,15년 9월,52,-4,-9,-7.69,-10.71,-64.78,1.24,-0.02
키위미디어그룹,15년 12월,56,1,-30,1.03,-53.51,-25.24,1.64,-0.06
키위미디어그룹,16년 3월,36,-12,-14,-32.71,-40.81,-54.48,1.33,-0.02
키위미디어그룹,16년 6월,6,-14,-18,-247.92,-313.75,-126.73,3.37,-0.03
키위미디어그룹,16년 9월,23,-24,-36,-103.84,-152.57,-60.06,2.58,-0.05
키위미디어그룹,16년 12월,16,-15,-28,-93.03,-181.71,-52,2.09,-0.04
키위미디어그룹,17년 3월,13,-21,-16,-159.25,-119.42,-94.15,1.98,-0.02
키위미디어그룹,17년 6월,41,-11,-39,-27.22,-101.89,-36.69,2.01,-
키위미디어그룹,17년 9월,47,-37,-44,-79.50,-99.64,-27.93,1.65,-0.06
키위미디어그룹,17년 12월,258,26,-284,10.14,-110.93,-3.97,2.22,-0.45
키위미디어그룹,18년 3월,55,-22,-30,-39.83,-55.36,-29.74,1.80,-0.06
키위미디어그룹,18년 6월,37,-19,52,-53.18,141.79,17.63,1.47,0.09
키위미디어그룹,18년 9월,36,-28,-62,-78.46,-179.20,-12.71,0.83,-0.08
키위미디어그룹,18년 12월,53,-62,-225,-116.92,-431.49,-3.46,1.56,-0.30
키위미디어그룹,19년 3월,60,-15,-29,-25.39,-54.80,-19.67,1.17,-0.06
키위미디어그룹,19년 6월,169,-41,-86,-24.04,-52.98,-4.72,0.98,-0.19
키위미디어그룹,19년 9월,77,4,-1,4.93,-9.76,-381.07,0.73,0
키위미디어그룹,19년 12월,7,-56,-492,-784.89,"-7,192.47",-0.01,-0.09,-2.93
키위미디어그룹,20년 3월,32,-22,-32,-69.06,-109.65,-0.65,0.46,-1.33
키위미디어그룹,20년 6월,13,-25,-85,-185.44,-514.66,-7.57,2.44,-0.68
태경비케이,09년 9월,215,22,43,10.18,19.83,11.94,0.58,0.05
태경비케이,09년 12월,-,-,-,-,-,-,0.57,-
태경비케이,10년 3월,228,19,22,8.45,9.41,24.69,0.60,0.02
태경비케이,10년 6월,254,22,31,8.58,12.23,17.15,0.58,0.03
태경비케이,10년 9월,253,15,30,6.11,11.75,18.13,0.57,0.03
태경비케이,10년 12월,-,-,-,-,-,-,0.66,-
태경비케이,11년 3월,302,22,24,7.15,8.07,23.18,0.61,0.03
태경비케이,11년 6월,330,25,29,7.44,8.87,18.88,0.59,0.03
태경비케이,11년 9월,322,26,45,8.22,13.93,11.29,0.52,0.05
태경비케이,11년 12월,327,31,11,9.40,3.38,49.03,0.55,0.01
태경비케이,12년 3월,334,18,29,5.33,8.56,19.20,0.56,0.03
태경비케이,12년 6월,343,21,20,6,5.72,26.51,0.52,0.02
태경비케이,12년 9월,302,14,33,4.49,11.09,16.57,0.54,0.03
태경비케이,12년 12월,284,7,5,2.53,1.92,97.41,0.51,0.01
태경비케이,13년 3월,292,16,19,5.35,6.51,29.63,0.54,0.02
태경비케이,13년 6월,308,24,10,7.73,3.27,57.96,0.55,0.01
태경비케이,13년 9월,329,27,56,8.20,17.02,10.73,0.54,0.05
태경비케이,13년 12월,323,18,-21,5.65,-6.61,-28.15,0.54,-0.02
태경비케이,15년 9월,301,16,20,5.23,6.79,35.14,0.63,0.02
태경비케이,15년 12월,267,7,-3,2.62,-1.03,-245.54,0.59,0
태경비케이,16년 3월,283,10,13,3.49,4.58,54.91,0.63,-
태경비케이,16년 6월,425,20,11,4.80,2.94,71.09,0.66,0.01
태경비케이,16년 9월,464,30,11,6.57,3.37,66.47,0.66,0.01
태경비케이,16년 12월,543,24,6,4.42,2.25,129.81,0.71,0.01
태경비케이,17년 3월,515,12,11,2.36,3.99,70.51,0.70,0.01
태경비케이,17년 6월,582,34,22,5.81,4.39,35.09,0.69,0.02
태경비케이,17년 9월,545,22,18,3.99,3.50,42.82,0.68,0.02
태경비케이,17년 12월,480,6,6,1.21,0.32,136.44,0.67,0
태경비케이,18년 3월,510,20,15,3.88,4.78,52.39,0.67,0.01
태경비케이,18년 6월,549,33,11,6.08,2.29,87.04,0.70,0.01
태경비케이,18년 9월,544,20,10,3.64,2.51,90.33,0.68,0.01
태경비케이,18년 12월,523,15,4,2.87,0.98,174.44,0.55,0
태경비케이,19년 3월,471,10,9,2.03,4.47,92.29,0.61,0.01
태경비케이,19년 6월,486,8,4,1.70,0.93,246.99,0.78,0
태경비케이,19년 9월,453,17,16,3.69,5.28,89.82,1.11,0.01
태경비케이,19년 12월,455,4,12,0.92,10.69,103.52,0.90,0.01
태경비케이,20년 3월,462,24,14,5.28,6.70,54.51,0.61,0.01
태경비케이,20년 6월,462,24,14,5.28,6.70,68.49,0.74,0.01
태경산업,09년 9월,283,23,35,8.27,12.30,39.93,1.01,0.03
태경산업,09년 12월,-,-,-,-,-,-,1,-
태경산업,10년 3월,280,46,51,16.48,18.32,28.28,0.98,0.03
태경산업,10년 6월,300,49,52,16.26,17.40,26.62,0.91,0.03
태경산업,10년 9월,303,46,55,15.18,18.18,24.56,0.86,0.04
태경산업,10년 12월,-,-,-,-,-,-,0.83,-
태경산업,11년 3월,319,24,24,7.46,7.54,54.87,0.82,0.01
태경산업,11년 6월,401,24,51,6.04,12.60,22.18,0.74,0.03
태경산업,11년 9월,383,17,31,4.49,8.04,27.19,0.54,0.02
태경산업,11년 12월,-,-,-,-,-,-,0.48,-
태경산업,12년 3월,1000,44,22,4.38,4.14,42.91,-,-
태경산업,12년 6월,1157,83,62,7.21,6.67,14.24,-,-
태경산업,12년 9월,1267,78,60,6.18,6.94,16.77,-,-
태경산업,12년 12월,645,24,33,3.71,6.07,29.28,0.48,-
태경산업,13년 3월,1072,16,-11,1.53,-0.20,-104.40,0.59,-0.01
태경산업,13년 6월,1186,56,12,4.74,2.10,105.50,0.64,0.01
태경산업,13년 9월,1136,62,60,5.48,8.19,22.73,0.65,0.03
태경산업,13년 12월,1065,22,-37,2.06,-3.70,-38.44,0.69,-0.02
태경산업,15년 9월,964,20,11,2.12,2.75,158.95,0.93,0.01
태경산업,15년 12월,736,-122,-130,-16.51,-18.45,-13.02,0.93,-0.07
태경산업,16년 3월,991,15,-5,1.53,-0.64,-332.80,0.86,0
태경산업,16년 6월,1052,35,6,3.29,0.85,242.62,0.83,0
태경산업,16년 9월,1122,42,21,3.78,2.92,69.48,0.81,0.01
태경산업,16년 12월,1282,30,2,2.36,0.64,608.78,0.80,0
태경산업,17년 3월,1459,51,18,3.47,1.26,78.79,0.81,0.01
태경산업,17년 6월,1406,70,40,5.01,3.88,38.99,0.87,0.02
태경산업,17년 9월,1388,55,52,3.98,3.47,29.15,0.83,0.03
태경산업,17년 12월,1384,20,0,1.41,-3.14,"5,083.75",0.83,0
태경산업,18년 3월,1404,56,23,4.01,1.96,72.66,0.94,0.01
태경산업,18년 6월,1437,78,44,5.41,3.88,45.52,0.90,0.02
태경케미컬,09년 9월,101,24,18,23.61,17.72,27.24,0.77,0.03
태경케미컬,09년 12월,92,21,22,22.82,24.22,22.84,0.77,0.03
태경케미컬,10년 3월,91,17,22,18.51,24.07,26.91,0.88,0.03
태경케미컬,10년 6월,94,21,15,22.08,15.43,50.28,1.09,0.02
태경케미컬,10년 9월,96,18,15,18.76,15.86,36.56,0.82,0.02
태경케미컬,10년 12월,-,-,-,-,-,-,-,-
태경케미컬,11년 3월,114,16,22,14.23,18.98,24.47,0.75,0.03
태경케미컬,11년 6월,124,19,15,15.35,12.18,30.30,0.66,0.02
태경케미컬,11년 9월,141,22,17,15.43,12.34,19.62,0.51,0.03
태경케미컬,11년 12월,-,-,-,-,-,-,0.53,-
태경케미컬,12년 3월,134,17,23,12.47,17.38,19.36,-,-
태경케미컬,12년 6월,137,15,15,10.98,10.99,30.80,-,-
태경케미컬,12년 9월,152,27,25,17.73,16.69,19.20,-,-
태경케미컬,12년 12월,135,10,8,7.57,6.10,60.65,0.65,-
태경케미컬,13년 3월,129,14,21,10.59,16.14,26.19,0.68,0.03
태경케미컬,13년 6월,127,18,16,14.57,12.44,37.21,0.70,0.02
태경케미컬,13년 9월,128,14,12,10.94,9.64,45.90,0.66,0.01
태경케미컬,13년 12월,135,15,-7,11.26,-5.31,-89.03,0.74,-0.01
태경케미컬,15년 9월,129,11,9,8.43,7.30,100.14,0.96,0.01
태경케미컬,15년 12월,120,9,10,7.76,8.06,77.26,0.76,0.01
태경케미컬,16년 3월,123,11,18,8.80,14.42,42,0.78,0.02
태경케미컬,16년 6월,120,5,3,4.42,2.69,213.16,0.72,0
태경케미컬,16년 9월,136,10,7,7.16,5.21,94.14,0.70,0.01
태경케미컬,16년 12월,135,12,10,8.74,7.55,59.94,0.64,0.01
태경케미컬,17년 3월,122,5,16,4.29,13.16,36.30,0.61,0.02
태경케미컬,17년 6월,123,6,5,5.06,4.44,112.56,0.63,0.01
태경케미컬,17년 9월,133,4,2,3.30,1.16,346.34,0.55,0
태경케미컬,17년 12월,110,2,-7,1.89,-6.15,-78.54,0.54,-0.01
태경케미컬,18년 3월,118,7,16,5.58,13.64,34.09,0.55,0.02
태경케미컬,18년 6월,117,10,5,8.80,4.33,116.79,0.51,0
태경케미컬,18년 9월,122,8,6,6.44,5.14,90.69,0.50,0.01
태경케미컬,18년 12월,118,7,2,5.85,1.43,318.77,0.49,0
태경케미컬,19년 3월,117,5,23,4.64,19.45,29.77,0.61,0.02
태경케미컬,19년 6월,96,1,1,0.61,0.65,"1,040.87",0.57,0
태경케미컬,19년 9월,101,3,13,3.01,12.38,48.59,0.53,0.01
태경케미컬,19년 12월,105,3,62,2.74,59.57,9.76,0.51,0.05
태경케미컬,20년 3월,133,19,29,14.06,21.60,18.80,0.48,0.03
태경케미컬,20년 6월,101,15,10,14.97,9.77,73.77,0.62,0.01
태광산업,09년 9월,5473,607,532,11.10,9.73,18.26,0.46,0.03
태광산업,09년 12월,-,-,-,-,-,-,0.37,-
태광산업,10년 3월,5686,655,457,11.51,8.04,17.45,0.35,0.03
태광산업,10년 6월,6374,1175,1028,18.44,16.12,8.09,0.34,0.06
태광산업,10년 9월,6850,1189,692,17.36,10.10,19.18,0.54,0.04
태광산업,10년 12월,-,-,-,-,-,-,0.56,-
태광산업,11년 3월,8086,1540,1279,19.04,15.82,11.32,0.53,0.06
태광산업,11년 6월,7963,814,665,10.23,8.35,27.62,0.66,0.03
태광산업,11년 9월,8314,796,572,9.58,6.88,23.59,0.46,0.03
태광산업,11년 12월,-,-,-,-,-,-,0.46,-
태광산업,12년 3월,9138,622,224,6.81,5.21,58,-,-
태광산업,12년 6월,9292,497,138,5.35,4.01,67.29,-,-
태광산업,12년 9월,9418,510,55,5.42,2.55,192.58,-,-
태광산업,12년 12월,9304,125,-86,1.34,0.71,-122.11,0.34,-
태광산업,13년 3월,8127,326,56,4.01,2.58,206.15,0.38,0
태광산업,13년 6월,8929,665,283,7.45,4.46,37.72,0.34,0.01
태광산업,13년 9월,9317,625,351,6.71,5.21,38.05,0.42,0.01
태광산업,13년 12월,8760,69,74,0.79,0.53,194.62,0.44,0
태광산업,15년 9월,6848,425,228,6.20,2.67,58.44,0.39,0.01
태광산업,15년 12월,6694,66,-270,0.99,-3,-44.92,0.36,-0.01
태광산업,16년 3월,6577,308,43,4.69,2.20,240.96,0.31,0
태광산업,16년 6월,6769,353,141,5.21,2.80,68.73,0.29,0.01
태광산업,16년 9월,6503,321,-3,4.94,1.16,"-3,207.70",0.28,0
태광산업,16년 12월,6862,619,-38,9.01,0.51,-279.68,0.31,0
태광산업,17년 3월,7121,586,418,8.22,7.53,24.23,0.29,0.02
태광산업,17년 6월,7100,560,506,7.88,7.93,23.70,0.34,0.02
태광산업,17년 9월,7251,515,344,7.11,6.58,36.25,0.35,0.01
태광산업,17년 12월,7686,752,120,9.78,2.81,122.58,0.41,0
태광산업,18년 3월,7235,484,340,6.70,6.30,41.15,0.39,0.01
태광산업,18년 6월,7479,939,703,12.55,10.32,22,0.40,0.02
태광산업,18년 9월,8385,1175,803,14.02,11.20,23.13,0.47,0.03
태광산업,18년 12월,7989,717,295,8.97,4.07,49.76,0.36,0.01
태광산업,19년 3월,7317,566,220,7.74,4.06,81.74,0.44,0.01
태림포장,09년 9월,665,41,33,6.11,4.90,18.82,0.38,0.02
태림포장,09년 12월,-,-,-,-,-,-,0.25,-
태림포장,10년 3월,698,34,26,4.88,3.75,31.92,0.32,0.01
태림포장,10년 6월,855,64,56,7.43,6.60,17.68,0.38,0.02
태림포장,10년 9월,862,61,49,7.04,5.70,17.21,0.32,0.02
태림포장,10년 12월,-,-,-,-,-,-,0.41,-
태림포장,11년 3월,849,33,26,3.95,3.07,38.94,0.34,0.01
태림포장,11년 6월,926,32,64,3.44,6.89,13.92,0.29,0.02
태림포장,11년 9월,982,23,35,2.36,3.59,23.52,0.27,0.01
태림포장,11년 12월,1013,68,46,6.70,4.54,24.41,0.36,0.01
태림포장,12년 3월,947,70,62,7.43,6.57,18.94,0.37,0.02
태림포장,12년 6월,1002,81,143,8.04,14.31,7.01,0.30,0.04
태림포장,12년 9월,1013,79,68,7.77,6.71,19.86,0.40,0.02
태림포장,12년 12월,952,69,68,7.23,7.11,19.99,0.39,0.02
태림포장,13년 3월,910,42,34,4.62,3.71,54.77,0.52,0.01
태림포장,13년 6월,929,41,53,4.44,5.75,38.37,0.57,0.02
태림포장,13년 9월,896,24,20,2.63,2.24,80.57,0.45,0.01
태림포장,13년 12월,933,39,35,4.14,3.72,44.20,0.42,0.01
태림포장,15년 9월,832,3,115,0.37,13.78,21.27,0.62,-
태림포장,15년 12월,941,-14,-253,-1.51,-30.73,-8.87,0.61,-0.07
태림포장,16년 3월,880,10,-42,1.12,-6.28,-53.51,0.61,-0.01
태림포장,16년 6월,905,28,87,3.08,9.23,25.87,0.61,0.02
태림포장,16년 9월,969,47,82,4.84,9.05,25.92,0.56,0.02
태림포장,16년 12월,1025,6,-688,0.56,-68.29,-3.25,0.72,-0.20
태림포장,17년 3월,1299,2,11,0.14,0.40,201.33,0.70,0
태림포장,17년 6월,1339,17,5,1.25,0.32,376.09,0.63,0
태림포장,17년 9월,1508,-1,-7,-0.04,-1.15,-240.30,0.54,0
태림포장,17년 12월,1510,15,-9,1,0.08,-193.59,0.57,0
태림포장,18년 3월,1534,61,31,4.01,2.93,69.97,0.70,0.01
태림포장,18년 6월,1534,126,105,8.22,8.22,22.08,0.71,0.03
태림포장,18년 9월,1502,116,54,7.75,4.77,43.15,0.71,0.02
태림포장,18년 12월,1517,53,29,3.52,2.91,96.48,0.84,0.01
태림포장,19년 3월,1399,66,34,4.69,2.83,93.19,0.99,0.01
태림포장,19년 6월,1464,98,53,6.70,4.30,93.71,1.53,0.02
태림포장,19년 9월,1439,68,131,4.72,9.63,28.71,1.11,0.04
태림포장,19년 12월,1427,-23,-32,-1.65,-1.70,-92.98,0.96,-0.01
태림포장,20년 3월,1380,39,14,2.82,1.61,154.80,0.71,0
태림포장,20년 6월,1286,5,-16,0.42,-0.58,-146.56,0.75,-0.01
태양금속공업,09년 9월,508,13,7,2.65,1.36,31.54,0.23,0.01
태양금속공업,09년 12월,-,-,-,-,-,-,0.22,-
태양금속공업,10년 3월,597,26,13,4.40,2.12,19.85,0.26,0.01
