title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg
녹십자엠에스,142280,건강관리장비와 용품,False,2.98,16.26,-0.1,-217.95,-509.66,390.18
녹십자웰빙,234690,제약,False,22.24,11.49,11.39,-258.49,44.54,123.4
녹원씨엔아이,065560,화학,False,152.34,9.18,1.59,4.62,-9.1,52.81
농우바이오,054050,생물공학,False,5.56,29.47,3.5,-688.98,23.83,-67.12
누리텔레콤,040160,소프트웨어,False,42.32,9.35,8.24,2.33,7.31,163.9
누리플랜,069140,상업서비스와 공급품,False,38.43,13.39,2.28,8.49,-129.17,24.72
뉴로스,126870,기계,False,10.39,8.28,-34.03,-8.38,-1.71,-24.04
뉴보텍,060260,건축제품,False,5.18,3.76,-1.05,-0.73,130.59,-57.39
뉴인텍,012340,전기제품,False,4.35,17.99,0.41,2.73,-139.25,148.48
뉴지랩,214870,통신장비,False,42.84,16.58,-16.29,-6.07,-48.62,-127.81
뉴트리,270870,제약,False,55.73,11.49,13.04,-258.49,12.03,123.4
뉴파워프라즈마,144960,반도체와 반도체 장비,False,-3.72,11.5,11.54,4.21,22.56,18.62
뉴프라이드,900100,자동차부품,False,-2.64,1.38,-10.66,-1.62,-2.55,33.75
뉴프렉스,085670,전자장비와 기기,False,-4.06,9.27,-10.7,0.6,-5.51,51
다나와,119860,인터넷과 카탈로그 소매,False,37.37,9.76,21.64,25.67,14.97,21.07
다날,064260,IT서비스,False,12.72,9.32,4.91,-0.69,36.56,23.77
다믈멀티미디어,093640,반도체와 반도체 장비,False,-20,11.5,1.56,4.21,-13.35,18.62
다산네트웍스,039560,통신장비,False,33.21,16.58,-4.64,-6.07,-68.52,-127.81
다우데이타,032190,증권,False,37.79,12.58,10.44,6.64,6.94,7.41
다원시스,068240,전자장비와 기기,False,33.13,9.27,6.95,0.6,64.15,51
대동금속,020400,자동차부품,False,13.16,1.38,3.12,-1.62,65.57,33.75
대동기어,008830,기계,False,15.5,8.28,2.03,-8.38,-130.57,-24.04
대동스틸,048470,철강,False,18.45,4.43,-0.63,0.86,-35.45,38.85
대륙제관,004780,포장재,False,1.94,5.6,5.1,6.39,10.77,12.99
대림제지,017650,포장재,False,16.24,5.6,25.1,6.39,22.92,12.99
대명소노시즌,007720,판매업체,False,1.43,-15.89,-0.86,-209.8,1.83,-42.01
대모,317850,기계,False,3.22,8.28,-1.71,-8.38,33.55,-24.04
대보마그네틱,290670,전기제품,False,61.76,17.99,5.32,2.73,201.8,148.48
대봉엘에스,078140,제약,False,-0.71,11.49,11.92,-258.49,19.15,123.4
대성미생물,036480,제약,False,-6.55,11.49,14.7,-258.49,25.97,123.4
대성엘텍,025440,자동차부품,False,1.08,1.38,-1.8,-1.62,-10.1,33.75
대성창투,027830,창업투자,False,-12.52,22.75,-26.76,3.1,155.52,27.48
대성파인텍,104040,자동차부품,False,-7.72,1.38,-1.07,-1.62,-115.56,33.75
대신밸런스제6호스팩,307750,창업투자,False,-,-,-,-,-,-
대신밸런스제7호스팩,332290,창업투자,False,-,-,-,-,-,-
대신밸런스제8호스팩,336570,창업투자,False,-,-,-,-,-,-
대신정보통신,020180,IT서비스,False,3.11,9.32,-0.12,-0.69,44.65,23.77
대아티아이,045390,IT서비스,False,4.87,9.32,6.8,-0.69,475.87,23.77
대양전기공업,108380,조선,False,0.37,-3.94,8.87,-8.11,12.86,-26.88
대양제지,006580,포장재,False,9.96,5.6,10.97,6.39,3.64,12.99
대원,007680,건설,False,-2.41,8.53,3.97,1.03,39.13,7.02
대원미디어,048910,방송과엔터테인먼트,False,26.34,14.98,2.42,-19.88,31.77,-39.21
대원산업,005710,자동차부품,False,-7.07,1.38,2.82,-1.62,5.84,33.75
대유,290380,화학,False,4.05,9.18,-52.51,4.62,21.97,52.81
대유에이피,290120,자동차부품,False,42.6,1.38,7.73,-1.62,7.99,33.75
대정화금,120240,화학,False,9.31,9.18,11.97,4.62,39.67,52.81
대주산업,003310,식품,False,-0.3,10.85,4.5,3.99,32.09,20.65
대주전자재료,078600,전자장비와 기기,False,19.67,9.27,5.2,0.6,139.04,51
대창솔루션,096350,기계,False,9.74,8.28,-10.81,-8.38,-8.27,-24.04
대창스틸,140520,철강,False,-13.24,4.43,-1.17,0.86,-11.94,38.85
대한과학,131220,생명과학 도구 및 서비스,False,6.19,19.79,4.58,-2011.32,100.27,48.68
대한광통신,010170,전기장비,False,9.83,6.05,-13.86,2.18,-14.12,-82.91
대한그린파워,060900,석유와 가스,False,-22.08,7.14,-184.89,-10.84,-13.89,-9.37
대한뉴팜,054670,제약,False,7.02,11.49,16.15,-258.49,15.9,123.4
대한약품,023910,제약,False,6.57,11.49,18.65,-258.49,7.02,123.4
대호피앤씨,021040,철강,False,3.22,4.43,-1.01,0.86,-4.89,38.85
대화제약,067080,제약,False,-6.96,11.49,1.97,-258.49,47.4,123.4
더네이쳐홀딩스,298540,"섬유, 의류, 신발, 호화품",False,80.38,5.16,16.92,0.07,19.81,29.35
더블유에프엠,035290,교육서비스,False,-20.04,7.93,-67.75,-8.86,-1.85,-26.12
덕산네오룩스,213420,디스플레이장비 및 부품,False,32.23,0.55,27.4,-4.9,24.23,84.28
덕산테코피아,317330,디스플레이장비 및 부품,False,47.7,0.55,17.76,-4.9,26.96,84.28
덕산하이메탈,077360,반도체와 반도체 장비,False,6.52,11.5,7.38,4.21,10.46,18.62
덕신하우징,090410,건축제품,False,7,3.76,-3.28,-0.73,-19.5,-57.39
덕우전자,263600,핸드셋,False,18.73,3.39,12.18,-7.02,6.76,102.66
데브시스터즈,194480,게임엔터테인먼트,False,35.18,37.78,-30.73,-22.21,-7.51,31.48
데이타솔루션,263800,IT서비스,False,0.12,9.32,-1.29,-0.69,-89.06,23.77
데일리블록체인,139050,IT서비스,False,29.11,9.32,1.11,-0.69,-6.64,23.77
덱스터,206560,방송과엔터테인먼트,False,20.42,14.98,-11.74,-19.88,-17.12,-39.21
덴티스,261200,건강관리장비와 용품,False,-,-,-,-,-,-
도이치모터스,067990,전문소매,False,21.53,24.11,5.23,-19.13,5.26,-11.75
동구바이오제약,006620,제약,False,12.75,11.49,6.8,-258.49,11.15,123.4
동국S&C,100130,기계,False,-6.1,8.28,5.11,-8.38,56.17,-24.04
동국산업,005160,철강,False,-3.72,4.43,5.42,0.86,12.85,38.85
동국알앤에스,075970,비철금속,False,2.51,3.09,4.15,-5.78,21.71,21.5
동국제약,086450,제약,False,15.91,11.49,14.77,-258.49,19.35,123.4
동방선기,099410,조선,False,-6.81,-3.94,-4.32,-8.11,-51.93,-26.88
동성화인텍,033500,화학,False,-8.9,9.18,8.28,4.62,13.47,52.81
동신건설,025950,건설,False,-28.27,8.53,-0.71,1.03,-119.3,7.02
동아엘텍,088130,디스플레이장비 및 부품,False,-2.08,0.55,8.86,-4.9,9.69,84.28
동아화성,041930,자동차부품,False,6.31,1.38,3.95,-1.62,40.46,33.75
동양에스텍,060380,철강,False,11.76,4.43,1.29,0.86,-12.95,38.85
동양이엔피,079960,전기제품,False,3.09,17.99,7.74,2.73,4.19,148.48
동양파일,228340,건축자재,False,-23.96,4.02,-8.42,-0.13,-5.05,39.49
동우팜투테이블,088910,식품,False,4.7,10.85,-3.3,3.99,-10.02,20.65
동운아나텍,094170,핸드셋,False,0.06,3.39,-12.24,-7.02,-12679.91,102.66
동원개발,013120,건설,False,6.34,8.53,20.93,1.03,3.85,7.02
동일금속,109860,기계,False,13.63,8.28,8.08,-8.38,9.22,-24.04
동일기연,032960,전자장비와 기기,False,0.79,9.27,0.82,0.6,58.65,51
동일철강,023790,철강,False,-22.99,4.43,-20.15,0.86,-6.26,38.85
동진쎄미켐,005290,반도체와 반도체 장비,False,4.59,11.5,13.74,4.21,19.15,18.62
동화기업,025900,건축자재,False,1.27,4.02,7.41,-0.13,34.34,39.49
듀오백,073190,가구,False,-0.7,27.33,-2.24,4.83,-40.81,21.84
드래곤플라이,030350,게임엔터테인먼트,False,-17.77,37.78,-107.2,-22.21,-9.68,31.48
드림시큐리티,203650,소프트웨어,False,11.87,9.35,10.05,2.33,44.56,163.9
드림씨아이에스,223250,제약,False,12.61,11.49,19.61,-258.49,25.88,123.4
드림어스컴퍼니,060570,전자제품,False,55.55,0.89,-5.32,-61.35,-8.62,24.63
디딤,217620,"호텔, 레스토랑, 레저",False,-,-,-,-,-,-
디바이스이엔지,187870,디스플레이장비 및 부품,False,-15.16,0.55,28.23,-4.9,6.41,84.28
디스플레이텍,066670,핸드셋,False,-21.24,3.39,14.03,-7.02,13.3,102.66
디아이티,110990,디스플레이장비 및 부품,False,18.71,0.55,-18.44,-4.9,326.62,84.28
디알젬,263690,건강관리장비와 용품,False,19.34,16.26,17.29,-217.95,8.89,390.18
디알텍,214680,건강관리장비와 용품,False,9.3,16.26,3.19,-217.95,158.46,390.18
디앤씨미디어,263720,출판,False,30.66,13.25,22.35,3.86,57.86,30.9
디에스케이,109740,디스플레이장비 및 부품,False,17.5,0.55,-40.64,-4.9,-32.72,84.28
디에스티,033430,기계,False,-12.5,8.28,-18.4,-8.38,-2.54,-24.04
디에이치피코리아,131030,제약,False,10.56,11.49,25.88,-258.49,8.14,123.4
디에이테크놀로지,196490,전기제품,False,13.26,17.99,-14.4,2.73,-4.59,148.48
디에이피,066900,전자장비와 기기,False,2.96,9.27,0.94,0.6,29.51,51
디엔에이링크,127120,생명과학 도구 및 서비스,False,10.69,19.79,-41.25,-2011.32,-15.4,48.68
디엔에프,092070,반도체와 반도체 장비,False,0.34,11.5,12.61,4.21,24.83,18.62
디엠티,134580,전자제품,False,-25.04,0.89,-18.17,-61.35,-5.21,24.63
디오,039840,건강관리장비와 용품,False,13.05,16.26,23.18,-217.95,49.98,390.18
디오스텍,196450,핸드셋,False,29.47,3.39,-14.18,-7.02,-3.74,102.66
디와이피엔에프,104460,기계,False,21.5,8.28,17.44,-8.38,8.41,-24.04
디이엔티,079810,디스플레이장비 및 부품,False,-13.29,0.55,-42.83,-4.9,-12.73,84.28
디자인,227100,핸드셋,False,-1.9,3.39,-13.02,-7.02,-5.24,102.66
디젠스,113810,자동차부품,False,-12.87,1.38,1.43,-1.62,19.22,33.75
디지아이,043360,컴퓨터와 주변기기,False,-6.79,7.43,-17.06,-12.33,-7.73,-42.73
디지캡,197140,소프트웨어,False,28.63,9.35,-5.83,2.33,105,163.9
디지탈옵틱,106520,핸드셋,False,5.77,3.39,-28.75,-7.02,-3.11,102.66
디지털대성,068930,교육서비스,False,18.97,7.93,10.84,-8.86,16.33,-26.12
디지틀조선,033130,출판,False,-4.73,13.25,7.13,3.86,34.75,30.9
디케이락,105740,기계,False,12.66,8.28,9.93,-8.38,17.02,-24.04
디케이앤디,263020,"섬유, 의류, 신발, 호화품",False,7.5,5.16,7.63,0.07,15.37,29.35
디케이티,290550,핸드셋,False,58.53,3.39,3.66,-7.02,12.36,102.66
디티앤씨,187220,전자장비와 기기,False,22.24,9.27,0.59,0.6,-12.78,51
딜리,131180,컴퓨터와 주변기기,False,1.57,7.43,-3.69,-12.33,227.63,-42.73
라닉스,317120,통신장비,False,-,-,-,-,-,-
라온시큐어,042510,소프트웨어,False,22.15,9.35,-6.12,2.33,-38.1,163.9
라온피플,300120,전자장비와 기기,False,-,-,-,-,-,-
라이브파이낸셜,036170,디스플레이장비 및 부품,False,-8.6,0.55,-10.6,-4.9,-3.81,84.28
라이브플렉스,050120,레저용 장비와 제품,False,8.43,-0.98,-2.97,-7.84,-2.26,-20.44
라이온켐텍,171120,건축자재,False,8.95,4.02,8.64,-0.13,13.39,39.49
라이트론,069540,통신장비,False,39.54,16.58,-41.36,-6.07,-3.95,-127.81
라파스,214260,화장품,False,24.38,25.83,-23.51,-28.75,-86.78,63.53
램테크놀러지,171010,반도체와 반도체 장비,False,20.42,11.5,5.76,4.21,41.72,18.62
랩지노믹스,084650,생명과학 도구 및 서비스,False,11.31,19.79,24.62,-2011.32,8.82,48.68
러셀,217500,반도체와 반도체 장비,False,-,-,-,-,-,-
럭슬,033600,자동차부품,False,-25.53,1.38,-16.61,-1.62,-0.73,33.75
레고켐바이오,141080,생명과학 도구 및 서비스,False,51.14,19.79,-4.19,-2011.32,80.37,48.68
레드로버,060300,방송과엔터테인먼트,False,-33.93,14.98,-337.38,-19.88,-0.77,-39.21
레드캡투어,038390,도로와 철도운송,False,3.42,-1.27,11.8,0.07,10.52,28.83
레몬,294140,화학,False,195.73,9.18,7.97,4.62,26.74,52.81
레이,228670,건강관리장비와 용품,False,40.25,16.26,2.79,-217.95,37.65,390.18
레이언스,228850,건강관리장비와 용품,False,8.62,16.26,9.57,-217.95,41.24,390.18
레이크머티리얼즈,281740,화학,False,12.72,9.18,7.32,4.62,-182.48,52.81
로보로보,215100,교육서비스,False,-,-,-,-,-,-
로보스타,090360,기계,False,5.31,8.28,-7.64,-8.38,-14.01,-24.04
로보티즈,108490,교육서비스,False,19.29,7.93,-7.16,-8.86,-1195.02,-26.12
로스웰,900260,자동차부품,False,-15.37,1.38,-4.72,-1.62,-2.21,33.75
로지시스,067730,IT서비스,False,-2.37,9.32,0.43,-0.69,131.54,23.77
로체시스템즈,071280,디스플레이장비 및 부품,False,-6.9,0.55,4.46,-4.9,16.73,84.28
루멘스,038060,디스플레이장비 및 부품,False,-7.04,0.55,-8.71,-4.9,-2.27,84.28
루미마이크로,082800,디스플레이장비 및 부품,False,-12.98,0.55,1.38,-4.9,-9.47,84.28
루트로닉,085370,건강관리장비와 용품,False,11.04,16.26,-3.7,-217.95,-37.31,390.18
룽투코리아,060240,게임엔터테인먼트,False,-21.11,37.78,-13.84,-22.21,-9.49,31.48
리노공업,058470,반도체와 반도체 장비,False,14.72,11.5,38.47,4.21,32.09,18.62
리노스,039980,"섬유, 의류, 신발, 호화품",False,-6.77,5.16,-10.71,0.07,-14.46,29.35
리더스 기술투자,019570,창업투자,False,24.53,22.75,-102.15,3.1,-21.74,27.48
리더스코스메틱,016100,화장품,False,-19.2,25.83,-19.52,-28.75,-1.83,63.53
리드코프,012700,기타금융,False,4.15,5.74,14.34,-81.86,4.2,6.77
리메드,302550,건강관리장비와 용품,False,48.23,16.26,23.11,-217.95,41.52,390.18
린드먼아시아,277070,창업투자,False,10.45,22.75,64.03,3.1,15.79,27.48
링네트,042500,IT서비스,False,0.76,9.32,3.72,-0.69,17.87,23.77
링크제니시스,219420,소프트웨어,False,3.81,9.35,19.51,2.33,56.74,163.9
마니커에프앤지,195500,식품,False,7.47,10.85,4.11,3.99,30.92,20.65
마이더스AI,222810,소프트웨어,False,-4.16,9.35,-45.21,2.33,-1.3,163.9
마이크로디지탈,305090,건강관리장비와 용품,False,-3.53,16.26,-242.51,-217.95,-25.2,390.18
마이크로컨텍솔,098120,반도체와 반도체 장비,False,8.14,11.5,3.63,4.21,27.74,18.62
마이크로프랜드,147760,반도체와 반도체 장비,False,-6.44,11.5,-7.57,4.21,-15.18,18.62
마크로젠,038290,생명과학 도구 및 서비스,False,10.3,19.79,-2.57,-2011.32,-14.67,48.68
매일유업,267980,식품,False,-,-,-,-,-,-
매일홀딩스,005990,식품,False,-0.65,10.85,4.87,3.99,-24.72,20.65
매직마이크로,127160,디스플레이장비 및 부품,False,4.42,0.55,-21.64,-4.9,-1.48,84.28
매커스,093520,전자장비와 기기,False,-5.32,9.27,10.25,0.6,11.57,51
맥스로텍,141070,기계,False,-2.36,8.28,-120.2,-8.38,-4.62,-24.04
머큐리,100590,통신장비,False,-2.84,16.58,-1.38,-6.07,249.9,-127.81
멀티캠퍼스,067280,교육서비스,False,15.59,7.93,5.04,-8.86,17.73,-26.12
메가스터디,072870,교육서비스,False,-2.28,7.93,2.19,-8.86,9.39,-26.12
메가스터디교육,215200,교육서비스,False,35.83,7.93,9.23,-8.86,13.16,-26.12
메가엠디,133750,교육서비스,False,10.19,7.93,-0.7,-8.86,41.94,-26.12
메드팩토,235980,제약,False,-,-,-,-,-,-
메디아나,041920,건강관리장비와 용품,False,-3.22,16.26,20.78,-217.95,11.14,390.18
메디앙스,014100,가정용품,False,-10.25,9.47,1.18,6.25,2.29,13.16
메디콕스,054180,조선,False,-13.55,-3.94,-16.36,-8.11,-15.12,-26.88
메디톡스,086900,생물공학,False,15.61,29.47,-10.09,-688.98,-131.96,-67.12
메디포럼제약,047920,제약,False,21.06,11.49,4.36,-258.49,590.57,123.4
메디포스트,078160,생물공학,False,16.93,29.47,-17.99,-688.98,-37.5,-67.12
메디프론,065650,컴퓨터와 주변기기,False,9.96,7.43,-9.05,-12.33,-75.62,-42.73
메이슨캐피탈,021880,기타금융,False,-28.58,5.74,-598.92,-81.86,-5.39,6.77
메지온,140410,제약,False,29.33,11.49,-114.3,-258.49,-68.53,123.4
메카로,241770,반도체와 반도체 장비,False,14.63,11.5,3.82,4.21,45.23,18.62
메타바이오메드,059210,건강관리장비와 용품,False,-3.35,16.26,9.44,-217.95,-458.05,390.18
메탈라이프,327260,통신장비,False,-,-,-,-,-,-
멕아이씨에스,058110,건강관리장비와 용품,False,17.55,16.26,10.2,-217.95,28.96,390.18
멜파스,096640,핸드셋,False,-3.02,3.39,1.38,-7.02,-3.61,102.66
명성티엔에스,257370,전기제품,False,10.42,17.99,-4,2.73,-83.32,148.48
모다이노칩,080420,전자장비와 기기,False,20.48,9.27,6.69,0.6,40.16,51
모두투어,080160,"호텔, 레스토랑, 레저",False,7.82,10.8,-79.87,-70.8,-14.24,-41.62
모바일리더,100030,소프트웨어,False,20.64,9.35,13.89,2.33,-16.82,163.9
모바일어플라이언스,087260,전자제품,False,-10.36,0.89,-4.65,-61.35,-102.06,24.63
모베이스,101330,핸드셋,False,31.74,3.39,2.72,-7.02,2.9,102.66
모베이스전자,012860,자동차부품,False,1.81,1.38,1.21,-1.62,-6.03,33.75
모비스,250060,전자장비와 기기,False,38.7,9.27,-3.84,0.6,-24.62,51
모아텍,033200,전자장비와 기기,False,26.22,9.27,-14.11,0.6,-38.94,51
모트렉스,118990,자동차부품,False,10.07,1.38,1.84,-1.62,-8.61,33.75
모헨즈,006920,건축자재,False,-8.6,4.02,-0.07,-0.13,241.19,39.49
무림SP,001810,종이와 목재,False,-12.67,-1.93,5.01,-3.24,16.71,28.47
미디어젠,279600,소프트웨어,False,17.98,9.35,-11.56,2.33,-49.99,163.9
미래SCI,028040,화학,False,-3.58,9.18,-39.85,4.62,-1.72,52.81
미래나노텍,095500,디스플레이장비 및 부품,False,-2.7,0.55,-0.15,-4.9,-52.74,84.28
미래생명자원,218150,식품,False,-,-,-,-,-,-
미래에셋대우스팩 5호,353490,창업투자,False,-,-,-,-,-,-
미래에셋대우스팩3호,328380,창업투자,False,-,-,-,-,-,-
미래에셋대우스팩4호,333430,창업투자,False,-,-,-,-,-,-
미래에셋벤처투자,100790,창업투자,False,97.08,22.75,13.12,3.1,14.89,27.48
미래컴퍼니,049950,디스플레이장비 및 부품,False,6.61,0.55,-35.69,-4.9,-37.28,84.28
미래테크놀로지,213090,IT서비스,False,17.78,9.32,3.12,-0.69,21.69,23.77
미스터블루,207760,출판,False,38.53,13.25,18.6,3.86,18.89,30.9
미코,059090,반도체와 반도체 장비,False,18.77,11.5,15.75,4.21,55.51,18.62
미코바이오메드,214610,건강관리장비와 용품,False,-23.19,16.26,-284.45,-217.95,-14.1,390.18
미투온,201490,게임엔터테인먼트,False,91.19,37.78,35.33,-22.21,16.4,31.48
미투젠,950190,게임엔터테인먼트,False,-,-,-,-,-,-
민앤지,214180,IT서비스,False,44.88,9.32,17.51,-0.69,12.06,23.77
바디텍메드,206640,생명과학 도구 및 서비스,False,9.81,19.79,34.07,-2011.32,19.88,48.68
바른손,018700,방송과엔터테인먼트,False,7.66,14.98,4.32,-19.88,-7.94,-39.21
바른손이앤에이,035620,방송과엔터테인먼트,False,-25.86,14.98,-71.94,-19.88,-12.6,-39.21
바른전자,064520,반도체와 반도체 장비,False,-45.33,11.5,-30.73,4.21,-5.26,18.62
바른테크놀로지,029480,통신장비,False,11.34,16.58,-8.78,-6.07,-4.36,-127.81
바이넥스,053030,제약,False,15.68,11.49,11.73,-258.49,70.91,123.4
바이오니아,064550,생물공학,False,18.69,29.47,15.24,-688.98,27.13,-67.12
바이오로그디바이스,208710,핸드셋,False,9.63,3.39,1.67,-7.02,-25.3,102.66
바이오리더스,142760,생물공학,False,207.73,29.47,-20.26,-688.98,-5.07,-67.12
바이오솔루션,086820,생물공학,False,40.48,29.47,-47.17,-688.98,-146.87,-67.12
바이오스마트,038460,전자장비와 기기,False,36.15,9.27,1.23,0.6,9.43,51
바이오톡스텍,086040,생명과학 도구 및 서비스,False,5.12,19.79,0.35,-2011.32,106.09,48.68
바이온,032980,제약,False,-5.43,11.49,-26.72,-258.49,-6.03,123.4
바텍,043150,건강관리장비와 용품,False,15.02,16.26,11.2,-217.95,22.93,390.18
박셀바이오,323990,제약,False,-,-,-,-,-,-
배럴,267790,"섬유, 의류, 신발, 호화품",False,35.22,5.16,-17.16,0.07,63.65,29.35
백금T&A,046310,전자장비와 기기,False,37.23,9.27,7.08,0.6,-36.71,51
버추얼텍,036620,종이와 목재,False,-12.26,-1.93,-14.79,-3.24,-12.06,28.47
버킷스튜디오,066410,IT서비스,False,-0.7,9.32,2.35,-0.69,-30.56,23.77
베뉴지,019010,백화점과 일반상점,False,-5.44,5,9.53,-12.69,11.91,-26.88
베셀,177350,디스플레이장비 및 부품,False,-1.27,0.55,-25.78,-4.9,-10.79,84.28
베스파,299910,게임엔터테인먼트,False,896.5,37.78,-33.11,-22.21,-2.74,31.48
보광산업,225530,건축자재,False,1.43,4.02,13.26,-0.13,35.6,39.49
보라티알,250000,식품과 기본식료품 소매,False,6.85,11.17,6.4,4.54,38.05,72.28
보성파워텍,006910,전기장비,False,15.75,6.05,1.01,2.18,68.49,-82.91
본느,226340,화장품,False,-,-,-,-,-,-
부방,014470,가정용 기기와 용품,False,8.72,5.66,-1.13,1.6,-12.58,17.42
부스타,008470,기계,False,3.8,8.28,4.35,-8.38,9.72,-24.04
뷰웍스,100120,건강관리장비와 용품,False,5.06,16.26,20.96,-217.95,10.64,390.18
브랜드엑스코퍼레이션,337930,"섬유, 의류, 신발, 호화품",False,-,-,-,-,-,-
브레인콘텐츠,066980,IT서비스,False,67.64,9.32,-4.12,-0.69,-74.51,23.77
브리지텍,064480,IT서비스,False,-13.62,9.32,-0.77,-0.69,-154.19,23.77
브릿지바이오,288330,제약,False,-,-,-,-,-,-
브이원텍,251630,디스플레이장비 및 부품,False,3.07,0.55,18.04,-4.9,22.24,84.28
브이티지엠피,018290,사무용 전자제품,False,39.94,17.18,7.16,0.97,119.56,-158.54
블러썸엠앤씨,263920,화장품,False,-2.78,25.83,-46.35,-28.75,-2.49,63.53
블루콤,033560,핸드셋,False,-50.73,3.39,-37.95,-7.02,18.71,102.66
비나텍,126340,전기장비,False,28.5,6.05,14.03,2.18,57.17,-82.91
비덴트,121800,전자장비와 기기,False,-8.02,9.27,-23.36,0.6,83.06,51
비디아이,148140,기계,False,8.54,8.28,-0.26,-8.38,-7.32,-24.04
비비씨,318410,가정용품,False,35.86,9.47,24.52,6.25,20.58,13.16
비씨월드제약,200780,제약,False,4.25,11.49,9.04,-258.49,25.84,123.4
비아트론,141000,디스플레이장비 및 부품,False,-13.21,0.55,2.32,-4.9,10.05,84.28
비에이치,090460,전자장비와 기기,False,20.75,9.27,5.61,0.6,19.24,51
비에이치아이,083650,기계,False,-10.72,8.28,3,-8.38,11.69,-24.04
비엠티,086670,기계,False,21.83,8.28,10.8,-8.38,10.5,-24.04
비즈니스온,138580,소프트웨어,False,10.21,9.35,39.2,2.33,91.01,163.9
비츠로셀,082920,전기제품,False,8.2,17.99,18.29,2.73,21.18,148.48
비츠로시스,054220,IT서비스,False,-54.04,9.32,-160.58,-0.69,7.73,23.77
비츠로테크,042370,전기장비,False,10.37,6.05,12.61,2.18,9.85,-82.91
비트컴퓨터,032850,건강관리기술,False,2.41,9.54,20.54,-293.38,28.86,-3682.05
비피도,238200,제약,False,2.54,11.49,2.24,-258.49,151.95,123.4
빅솔론,093190,컴퓨터와 주변기기,False,-1.05,7.43,7.96,-12.33,12.09,-42.73
빅텍,065450,우주항공과 국방,False,8.49,14.15,4.56,-5.6,111.97,21.24
빛샘전자,072950,통신장비,False,-7.43,16.58,3.33,-6.07,21.78,-127.81
사람인에이치알,143240,상업서비스와 공급품,False,8.28,13.39,23.34,8.49,14.48,24.72
삼강엠앤티,100090,조선,False,30.49,-3.94,3.73,-8.11,312.6,-26.88
삼기,122350,자동차부품,False,-0.3,1.38,0.91,-1.62,-493.33,33.75
삼륭물산,014970,포장재,False,-4.28,5.6,0.91,6.39,397.12,12.99
삼목에스폼,018310,건축제품,False,-18.66,3.76,0.59,-0.73,26.5,-57.39
삼보모터스,053700,자동차부품,False,3.23,1.38,-1.57,-1.62,-4.44,33.75
삼보산업,009620,비철금속,False,-2,3.09,2.65,-5.78,-17.35,21.5
삼보판지,023600,포장재,False,12.63,5.6,11.85,6.39,4.68,12.99
삼본전자,111870,전자제품,False,-13.65,0.89,-50.26,-61.35,-3.93,24.63
삼성머스트스팩3호,309930,창업투자,False,-,-,-,-,-,-
삼성스팩2호,291230,창업투자,False,-,-,-,-,-,-
삼아제약,009300,제약,False,2.8,11.49,11.95,-258.49,19.69,123.4
삼양옵틱스,225190,전자장비와 기기,False,0.43,9.27,15.79,0.6,10.08,51
삼영엠텍,054540,기계,False,-0.94,8.28,4.41,-8.38,8.65,-24.04
삼영이엔씨,065570,조선,False,1.1,-3.94,-7.74,-8.11,-6.73,-26.88
삼일,032280,항공화물운송과 물류,False,1.28,4.94,0.67,1.37,-4,20.34
삼일기업공사,002290,건설,False,39.25,8.53,3.65,1.03,21.95,7.02
삼지전자,037460,통신장비,False,10.72,16.58,3.27,-6.07,8.36,-127.81
삼진,032750,전자제품,False,11.27,0.89,8.95,-61.35,4.82,24.63
삼진엘앤디,054090,디스플레이장비 및 부품,False,-3.47,0.55,0.76,-4.9,-37.58,84.28
삼천당제약,000250,제약,False,8.18,11.49,9.04,-258.49,162.17,123.4
삼천리자전거,024950,레저용 장비와 제품,False,-15.19,-0.98,-6.35,-7.84,-10.13,-20.44
삼표시멘트,038500,건축자재,False,-1.12,4.02,9.28,-0.13,16.54,39.49
삼현철강,017480,철강,False,19.12,4.43,2.02,0.86,16.7,38.85
삼화네트웍스,046390,방송과엔터테인먼트,False,5.85,14.98,8.6,-19.88,17.19,-39.21
상보,027580,디스플레이장비 및 부품,False,-31.45,0.55,8.85,-4.9,-119.22,84.28
상상인,038540,IT서비스,False,24.01,9.32,25.06,-0.69,4.28,23.77
상상인이안1호스팩,307870,창업투자,False,-,-,-,-,-,-
상상인이안제2호스팩,329560,창업투자,False,-,-,-,-,-,-
상상인인더스트리,101000,조선,False,-36.5,-3.94,-9.47,-8.11,-6.76,-26.88
상신이디피,091580,핸드셋,False,22.49,3.39,7.04,-7.02,48.11,102.66
상신전자,263810,전자장비와 기기,False,4.39,9.27,2.89,0.6,26.92,51
상아프론테크,089980,전기제품,False,6,17.99,5.52,2.73,97.04,148.48
상지카일룸,042940,건설,False,160.91,8.53,-22.81,1.03,-5.59,7.02
새로닉스,042600,디스플레이장비 및 부품,False,11.59,0.55,-0.23,-4.9,-64.65,84.28
샘코,263540,우주항공과 국방,False,-3.69,14.15,-85.98,-5.6,-1.47,21.24
서남,294630,에너지 장비 및 서비스,False,-0.34,33.72,-344.67,-35.36,-12.19,-72.19
서린바이오,038070,생물공학,False,6.62,29.47,4.54,-688.98,27.54,-67.12
서부T&D,006730,"호텔, 레스토랑, 레저",False,39.9,10.8,-1.52,-70.8,-45.28,-41.62
