title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg
삼성전기,009150,전자장비와 기기,True,10.05,9.27,7.62,0.6,45.03,51
삼성전자,005930,반도체와 반도체 장비,True,4.51,11.5,12.88,4.21,18.56,18.62
삼성제약,001360,제약,True,-1.89,11.49,-18.38,-258.49,-12.7,123.4
삼성중공업,010140,조선,True,-10.97,-3.94,-13.81,-8.11,-3.49,-26.88
삼성증권,016360,증권,True,14.55,12.58,9.25,6.64,10.92,7.41
삼성출판사,068290,문구류,True,7.35,1.35,1.42,-1.2,65.66,4.32
삼성카드,029780,카드,True,-1.73,-1.73,15.38,15.38,10.79,10.74
삼성화재해상보험,000810,손해보험,True,2.03,7.44,3.72,2.54,14.79,8.36
삼아알미늄,006110,비철금속,True,13.92,3.09,3.53,-5.78,21.37,21.5
삼양사,145990,식품,True,1.57,10.85,4.53,3.99,11.27,20.65
삼양식품,003230,식품,True,14.8,10.85,15.48,3.99,9.87,20.65
삼양통상,002170,"섬유, 의류, 신발, 호화품",True,-0.63,5.16,28.23,0.07,4.32,29.35
삼양패키징,272550,포장재,True,6.58,5.6,13.44,6.39,7.34,12.99
삼양홀딩스,000070,식품,True,2.49,10.85,3.6,3.99,18.71,20.65
삼영무역,002810,화학,True,6.99,9.18,5.1,4.62,8.09,52.81
삼영전자공업,005680,전기제품,True,-2.22,17.99,3.65,2.73,16.42,148.48
삼영화학공업,003720,화학,True,-0.74,9.18,1.25,4.62,-235.03,52.81
삼원강재,023000,자동차부품,True,0.12,1.38,3.8,-1.62,13.23,33.75
삼익THK,004380,기계,True,-2.6,8.28,3.09,-8.38,36.07,-24.04
삼익악기,002450,레저용 장비와 제품,True,8.35,-0.98,7.66,-7.84,228.54,-20.44
삼일씨엔에스,004440,건축자재,True,-11.71,4.02,1.55,-0.13,60,39.49
삼일제약,000520,제약,True,7.77,11.49,6.06,-258.49,154.54,123.4
삼정펄프,009770,가정용품,True,-1.11,9.47,9.88,6.25,3.08,13.16
삼진제약,005500,제약,True,0.36,11.49,14.94,-258.49,13.68,123.4
삼천리,004690,가스 유틸리티,True,4.2,2.74,1.69,2.41,24.81,32.62
삼호개발,010960,건설,True,9.93,8.53,6.05,1.03,4.96,7.02
삼화왕관,004450,포장재,True,4.5,5.6,8.06,6.39,10.02,12.99
삼화전기,009470,전기제품,True,-0.76,17.99,0.59,2.73,180.88,148.48
삼화전자공업,011230,전자장비와 기기,True,2.49,9.27,-3.75,0.6,-9.18,51
삼화콘덴서공업,001820,전기제품,True,13.86,17.99,9.41,2.73,30.84,148.48
삼화페인트공업,000390,건축자재,True,3.86,4.02,2.21,-0.13,36.26,39.49
상상인증권,001290,증권,True,-18.71,12.58,7.7,6.64,30.04,7.41
상신브레이크,041650,자동차부품,True,1.07,1.38,1.69,-1.62,-12.16,33.75
새론오토모티브,075180,자동차부품,True,-8.21,1.38,-5.67,-1.62,-11.89,33.75
샘표,007540,식품,True,140.07,10.85,14.31,3.99,7.75,20.65
샘표식품,248170,식품,True,27.63,10.85,14.69,3.99,5.64,20.65
서연,007860,자동차부품,True,-11.6,1.38,0.44,-1.62,-3.34,33.75
서연이화,200880,자동차부품,True,-6.3,1.38,0.59,-1.62,-1.45,33.75
서울도시가스,017390,가스 유틸리티,True,2.28,2.74,-1.19,2.41,21.43,32.62
서울식품공업,004410,식품,True,12.29,10.85,-1.33,3.99,-37.53,20.65
서원,021050,비철금속,True,1.32,3.09,1.75,-5.78,2381.21,21.5
서흥,008490,생명과학 도구 및 서비스,True,10.62,19.79,12.29,-2011.32,12.6,48.68
선도전기,007610,전기장비,True,-1.66,6.05,-2.59,2.18,-49.33,-82.91
선진,136490,식품,True,16.26,10.85,5.68,3.99,4.62,20.65
선창산업,002820,종이와 목재,True,-6.13,-1.93,-3.53,-3.24,-2.3,28.47
성문전자,014910,전기제품,True,-7.51,17.99,-2.32,2.73,-37.31,148.48
성보화학,003080,화학,True,-10.3,9.18,279.35,4.62,-50.95,52.81
성신양회,004980,건축자재,True,1,4.02,1.3,-0.13,17.71,39.49
성안,011300,"섬유, 의류, 신발, 호화품",True,3.48,5.16,-16.97,0.07,-1.17,29.35
성창기업지주,000180,종이와 목재,True,-5.92,-1.93,3.45,-3.24,-62.05,28.47
세기상사,002420,방송과엔터테인먼트,True,-1.99,14.98,-36.79,-19.88,-21.79,-39.21
세방,004360,항공화물운송과 물류,True,3.68,4.94,1.61,1.37,82.46,20.34
세방전지,004490,자동차부품,True,5.87,1.38,7.37,-1.62,6.7,33.75
세아베스틸,001430,철강,True,5.36,4.43,1.31,0.86,33.24,38.85
세아제강,306200,철강,True,-,-,-,-,-,-
세아제강지주,003030,철강,True,13.73,4.43,2.48,0.86,-26.96,38.85
세아특수강,019440,철강,True,2.37,4.43,1.1,0.86,58.64,38.85
세아홀딩스,058650,철강,True,6.92,4.43,0.57,0.86,37.86,38.85
세우글로벌,013000,판매업체,True,-13.46,-15.89,6.61,-209.8,27.23,-42.01
세원셀론텍,091090,석유와 가스,True,-6.44,7.14,1.36,-10.84,-47.44,-9.37
세원정공,021820,자동차부품,True,-12.36,1.38,-4.37,-1.62,5.42,33.75
세이브존I&C,067830,백화점과 일반상점,True,-4.52,5,12.81,-12.69,9.73,-26.88
세종공업,033530,자동차부품,True,1.91,1.38,-0.29,-1.62,-30.9,33.75
세진중공업,075580,조선,True,-11.54,-3.94,-0.03,-8.11,-58.42,-26.88
세하,027970,포장재,True,3.69,5.6,11.2,6.39,6.59,12.99
세화아이엠씨,145210,자동차부품,True,-21.35,1.38,-8.45,-1.62,-4.86,33.75
센트랄모텍,308170,자동차부품,True,5.15,1.38,3.53,-1.62,39.47,33.75
센트럴인사이트,012600,컴퓨터와 주변기기,True,5.41,7.43,-11.17,-12.33,-16.67,-42.73
셀트리온,068270,제약,True,18.94,11.49,35.05,-258.49,101.72,123.4
송원산업,004430,화학,True,5.46,9.18,7.25,4.62,11.22,52.81
수산중공업,017550,기계,True,21.11,8.28,4.97,-8.38,641.03,-24.04
시디즈,134790,가구,True,168.72,27.33,7.1,4.83,8.74,21.84
신대양제지,016590,포장재,True,36.82,5.6,13.5,6.39,4.21,12.99
신도리코,029530,사무용 전자제품,True,-5.58,17.18,-5.21,0.97,-42.21,-158.54
신라교역,004970,식품,True,6.66,10.85,-3.05,3.99,165.04,20.65
신성이엔지,011930,반도체와 반도체 장비,True,27.59,11.5,2.71,4.21,115.55,18.62
신성통상,005390,"섬유, 의류, 신발, 호화품",True,5.21,5.16,2.16,0.07,76.99,29.35
신세계,004170,백화점과 일반상점,True,29.45,5,3.11,-12.69,-8.45,-26.88
신세계I&C,035510,IT서비스,True,15.45,9.32,4.8,-0.69,3.65,23.77
신세계건설,034300,건설,True,-10.93,8.53,2.85,1.03,4.68,7.02
신세계인터내셔날,031430,"섬유, 의류, 신발, 호화품",True,11.75,5.16,3.39,0.07,17.64,29.35
신세계푸드,031440,"호텔, 레스토랑, 레저",True,7.28,10.8,0.74,-70.8,-55.42,-41.62
신송홀딩스,006880,식품과 기본식료품 소매,True,8.33,11.17,1.44,4.54,-1.39,72.28
신영와코루,005800,"섬유, 의류, 신발, 호화품",True,-0.61,5.16,1.89,0.07,15.59,29.35
신영증권,001720,증권,True,8.96,12.58,7.98,6.64,6.31,7.41
신원,009270,"섬유, 의류, 신발, 호화품",True,1.78,5.16,0.21,0.07,-33.89,29.35
신일전자,002700,가정용 기기와 용품,True,5.44,5.66,0.02,1.6,26.6,17.42
신풍제약,019170,제약,True,-0.77,11.49,1.93,-258.49,3452.56,123.4
신풍제지,002870,포장재,True,6.84,5.6,-11.2,6.39,10.37,12.99
신한알파리츠,293940,부동산,True,-,-,-,-,-,-
신한지주,055550,은행,True,10.42,8.33,15.83,12.84,5.32,5.04
신화실업,001770,철강,True,1.84,4.43,-0.24,0.86,67.48,38.85
신흥,004080,건강관리장비와 용품,True,-0.36,16.26,3.79,-217.95,14.15,390.18
쌍방울,102280,"섬유, 의류, 신발, 호화품",True,-5.33,5.16,-12.74,0.07,-3.17,29.35
쌍용양회공업,003410,건축자재,True,2.46,4.02,16.17,-0.13,20.85,39.49
쌍용자동차,003620,자동차,True,-0.04,4.2,-13.96,-5.63,-1.26,41.72
써니전자,004770,전자장비와 기기,True,7.34,9.27,17.91,0.6,31.2,51
쎌마테라퓨틱스,015540,판매업체,True,-51.9,-15.89,-109.91,-209.8,-2.95,-42.01
씨아이테크,004920,컴퓨터와 주변기기,True,30.04,7.43,-4.63,-12.33,-2.69,-42.73
씨에스윈드,112610,기계,True,36.95,8.28,9.18,-8.38,50.76,-24.04
아남전자,008700,전자제품,True,13.23,0.89,1.55,-61.35,47.49,24.63
아모레퍼시픽,090430,화장품,True,-0.39,25.83,4.96,-28.75,83.89,63.53
아모레퍼시픽그룹,002790,화장품,True,-2.1,25.83,5.05,-28.75,66.89,63.53
아세아,002030,포장재,True,12.09,5.6,9.18,6.39,4.85,12.99
아세아시멘트,183190,건축자재,True,22.45,4.02,7.68,-0.13,18.35,39.49
아세아제지,002310,포장재,True,3.29,5.6,9.61,6.39,5.25,12.99
아시아나IDT,267850,IT서비스,True,-2.18,9.32,5.33,-0.69,-30.55,23.77
아시아나항공,020560,항공사,True,6.52,15.13,-9.82,-51.39,-1.01,-3.65
아이마켓코리아,122900,상업서비스와 공급품,True,-4.91,13.39,1.7,8.49,24.16,24.72
아이에스동서,010780,건설,True,-17.61,8.53,12.14,1.03,22.53,7.02
아이에이치큐,003560,방송과엔터테인먼트,True,-3.18,14.98,-17.38,-19.88,-3.33,-39.21
아주캐피탈,033660,기타금융,True,-1.56,5.74,18.9,-81.86,6.05,6.77
알루코,001780,비철금속,True,1.97,3.09,4.87,-5.78,88.54,21.5
애경산업,018250,화장품,True,11.44,25.83,6.02,-28.75,26.58,63.53
애경유화,161000,화학,True,5.43,9.18,5.27,4.62,9.64,52.81
에넥스,011090,가구,True,-2.65,27.33,-1.99,4.83,-13.81,21.84
에스엘,005850,자동차부품,True,11.76,1.38,0.88,-1.62,18.51,33.75
에스원,012750,상업서비스와 공급품,True,5.54,13.39,9.26,8.49,21.32,24.72
에스제이엠,123700,자동차부품,True,-3.73,1.38,2.08,-1.62,4.78,33.75
에스제이엠홀딩스,025530,자동차부품,True,-3.94,1.38,1.74,-1.62,9.4,33.75
에스케이바이오팜,326030,제약,True,11.26,11.49,-63.99,-258.49,-186.7,123.4
에쓰씨엔지니어링,023960,건설,True,-8.19,8.53,1.23,1.03,10.91,7.02
에어부산,298690,항공사,True,12.64,15.13,-68,-51.39,-1.37,-3.65
에이리츠,140910,부동산,True,21.94,15.65,16.34,45.89,4.77,15.14
에이블씨엔씨,078520,화장품,True,-0.96,25.83,-10.58,-28.75,-5.76,63.53
에이엔피,015260,전자장비와 기기,True,0.73,9.27,-10.68,0.6,-2.14,51
에이프로젠 KIC,007460,기계,True,12.58,8.28,2.89,-8.38,-9.82,-24.04
에이프로젠제약,003060,제약,True,4.88,11.49,-3.06,-258.49,64.91,123.4
엔씨소프트,036570,게임엔터테인먼트,True,20.04,37.78,32.67,-22.21,34.62,31.48
엔에스쇼핑,138250,인터넷과 카탈로그 소매,True,4.13,9.76,4.64,25.67,569.08,21.07
엔에이치엔,181710,게임엔터테인먼트,True,20.23,37.78,6.08,-22.21,56.98,31.48
엔케이,085310,기계,True,-12.98,8.28,-5.27,-8.38,-3.57,-24.04
엔케이물산,009810,방송과엔터테인먼트,True,-11.04,14.98,-10.11,-19.88,5.05,-39.21
엔피씨,004250,화학,True,6.34,9.18,3.83,4.62,8.43,52.81
엘브이엠씨,900140,자동차,True,-2.49,4.2,-6.38,-5.63,-6.41,41.72
엘에스일렉트릭,010120,전기장비,True,1.97,6.05,7.18,2.18,17.96,-82.91
영보화학,014440,화학,True,-5.97,9.18,1.86,4.62,105.85,52.81
영원무역,111770,"섬유, 의류, 신발, 호화품",True,6.06,5.16,9.7,0.07,8.52,29.35
영원무역홀딩스,009970,"섬유, 의류, 신발, 호화품",True,5.4,5.16,10.13,0.07,4.88,29.35
영진약품,003520,제약,True,4.52,11.49,1.28,-258.49,-2045.72,123.4
영풍,000670,핸드셋,True,5.13,3.39,2.75,-7.02,4.35,102.66
영풍제지,006740,종이와 목재,True,4.44,-1.93,13.03,-3.24,9.37,28.47
영화금속,012280,자동차부품,True,14.15,1.38,-2.82,-1.62,-17.47,33.75
영흥,012160,철강,True,2.05,4.43,-4.84,0.86,-52.21,38.85
예스코홀딩스,015360,가스 유틸리티,True,1.77,2.74,0.99,2.41,19.91,32.62
오뚜기,007310,식품,True,5.48,10.85,6.69,3.99,16.15,20.65
오리엔트바이오,002630,자동차부품,True,-29.81,1.38,-5.88,-1.62,-13,33.75
오리온,271560,식품,True,-,-,-,-,-,-
오리온홀딩스,001800,식품,True,154.27,10.85,14.19,3.99,12.08,20.65
용평리조트,070960,"호텔, 레스토랑, 레저",True,-14.99,10.8,-4.28,-70.8,-16.33,-41.62
우리금융지주,316140,은행,True,-,-,-,-,-,-
우리들제약,004720,제약,True,9.97,11.49,0.48,-258.49,-439.69,123.4
우리들휴브레인,118000,IT서비스,True,89.04,9.32,-3.23,-0.69,162.06,23.77
우리종금,010050,기타금융,True,4.72,5.74,25.62,-81.86,7.42,6.77
우성사료,006980,식품,True,7.33,10.85,-0.12,3.99,6.68,20.65
우신시스템,017370,자동차부품,True,4.36,1.38,-0.42,-1.62,40.28,33.75
우진,105840,기계,True,-6.39,8.28,-0.19,-8.38,-8.65,-24.04
우진아이엔에스,010400,건설,True,-0.85,8.53,1.76,1.03,18.26,7.02
우진플라임,049800,기계,True,-7.31,8.28,0.56,-8.38,-13.73,-24.04
웅진,016880,복합기업,True,49.99,3.68,6.41,5.86,-0.65,22.85
웅진씽크빅,095720,교육서비스,True,1.49,7.93,2.26,-8.86,-1.84,-26.12
원림,005820,포장재,True,-2.52,5.6,4.09,6.39,49.33,12.99
웰바이오텍,010600,"섬유, 의류, 신발, 호화품",True,-0.58,5.16,-24.84,0.07,-2.6,29.35
윌비스,008600,"섬유, 의류, 신발, 호화품",True,-4.63,5.16,-8.92,0.07,-2.41,29.35
유나이티드,033270,제약,True,7.75,11.49,18.67,-258.49,29.99,123.4
유니드,014830,화학,True,5.71,9.18,9.76,4.62,5.78,52.81
유니온,000910,건축자재,True,32.02,4.02,4.55,-0.13,-4.17,39.49
유니온머티리얼,047400,자동차부품,True,0.58,1.38,0.14,-1.62,256.01,33.75
유니켐,011330,"섬유, 의류, 신발, 호화품",True,43.57,5.16,12.05,0.07,8.43,29.35
유니퀘스트,077500,반도체와 반도체 장비,True,8.35,11.5,1.3,4.21,20.93,18.62
유성기업,002920,자동차부품,True,0.23,1.38,-0.73,-1.62,12.68,33.75
유수홀딩스,000700,항공화물운송과 물류,True,-4.16,4.94,-4.15,1.37,15.65,20.34
유안타증권,003470,증권,True,13.44,12.58,2.21,6.64,10.56,7.41
유양디앤유,011690,디스플레이장비 및 부품,True,3.41,0.55,-4.66,-4.9,-1.39,84.28
유엔젤,072130,IT서비스,True,-4.34,9.32,-3.78,-0.69,-13.69,23.77
유유제약,000220,제약,True,8.28,11.49,8.56,-258.49,30.9,123.4
유진증권,001200,증권,True,10.94,12.58,5.9,6.64,6.28,7.41
유한양행,000100,제약,True,3.87,11.49,2.99,-258.49,26.2,123.4
유화증권,003460,증권,True,3.03,12.58,4.96,6.64,28.3,7.41
율촌화학,008730,포장재,True,4.54,5.6,5.43,6.39,19.64,12.99
이건산업,008250,건축자재,True,-1.24,4.02,4.22,-0.13,39.88,39.49
이구산업,025820,비철금속,True,2.11,3.09,-0.53,-5.78,-14.51,21.5
이노션,214320,광고,True,6.61,17.36,8.79,15.59,18.14,17.94
이리츠코크렙,088260,부동산,True,6.81,15.65,76.64,45.89,27.69,15.14
이마트,139480,백화점과 일반상점,True,9.26,5,0.53,-12.69,7.75,-26.88
이수페타시스,007660,전자장비와 기기,True,-2.46,9.27,-4.08,0.6,-2.07,51
이수화학,005950,화학,True,0.02,9.18,2.05,4.62,33.24,52.81
이스타코,015020,방송과엔터테인먼트,True,20.18,14.98,19.81,-19.88,9.51,-39.21
이아이디,093230,석유와 가스,True,57.57,7.14,4.01,-10.84,891.34,-9.37
이엔플러스,074610,기계,True,1.71,8.28,-23.48,-8.38,-7.05,-24.04
이연제약,102460,제약,True,2.59,11.49,3.15,-258.49,142.55,123.4
이월드,084680,"호텔, 레스토랑, 레저",True,83.43,10.8,-2.19,-70.8,-105.9,-41.62
이지스레지던스리츠,350520,부동산,True,-,-,-,-,-,-
이지스밸류플러스리츠,334890,부동산,True,-,-,-,-,-,-
이화산업,000760,화학,True,3.81,9.18,-3.44,4.62,-9.24,52.81
인디에프,014990,"섬유, 의류, 신발, 호화품",True,-0.06,5.16,-8.26,0.07,-9.11,29.35
인스코비,006490,다각화된 통신서비스,True,26.64,14.13,-5.6,0.84,-8.24,11.84
인지컨트롤스,023800,자동차부품,True,-7.48,1.38,0.17,-1.62,-20.55,33.75
인천도시가스,034590,가스 유틸리티,True,3.66,2.74,0.51,2.41,15.94,32.62
인터지스,129260,항공화물운송과 물류,True,0.91,4.94,0.27,1.37,-3.69,20.34
인팩,023810,자동차부품,True,15.52,1.38,1.49,-1.62,-10.33,33.75
일동제약,249420,제약,True,36.98,11.49,-2.48,-258.49,-23.48,123.4
일동홀딩스,000230,제약,True,92.81,11.49,-2.33,-258.49,-3.59,123.4
일성건설,013360,건설,True,9.56,8.53,2.16,1.03,24.35,7.02
일성신약,003120,제약,True,-10.47,11.49,-1.94,-258.49,47.54,123.4
일신방직,003200,"섬유, 의류, 신발, 호화품",True,1.23,5.16,2.92,0.07,21.29,29.35
일신석재,007110,건축자재,True,16.6,4.02,2.65,-0.13,157.52,39.49
일양약품,007570,제약,True,7.45,11.49,9.06,-258.49,131.78,123.4
일정실업,008500,자동차부품,True,-20.4,1.38,-41.22,-1.62,-1.95,33.75
일진다이아,081000,비철금속,True,14.11,3.09,5.58,-5.78,101.34,21.5
일진디스플,020760,디스플레이 패널,True,-17.24,-10.6,-47.11,-26.25,-4.24,-2.23
일진머티리얼즈,020150,전자장비와 기기,True,11.31,9.27,7.67,0.6,41.03,51
일진전기,103590,전기장비,True,-0.48,6.05,1.36,2.18,-265.89,-82.91
일진홀딩스,015860,전기장비,True,1.81,6.05,2.51,2.18,21.72,-82.91
잇츠한불,226320,화장품,True,-14.41,25.83,1.53,-28.75,-48.92,63.53
자이에스앤디,317400,건설,True,44.13,8.53,5.93,1.03,20.4,7.02
자화전자,033240,전자장비와 기기,True,6.74,9.27,-5.53,0.6,-71.92,51
전방,000950,"섬유, 의류, 신발, 호화품",True,-11.86,5.16,-22.68,0.07,-1.83,29.35
제이알글로벌리츠,348950,부동산,True,-,-,-,-,-,-
제이에스코퍼레이션,194370,"섬유, 의류, 신발, 호화품",True,10.31,5.16,2.08,0.07,16.86,29.35
제이준코스메틱,025620,화장품,True,-14.24,25.83,-56.39,-28.75,-2,63.53
제이콘텐트리,036420,방송과엔터테인먼트,True,18.25,14.98,-6.97,-19.88,-10.8,-39.21
제일기획,030000,광고,True,1.91,17.36,6.8,15.59,18.27,17.94
제일약품,271980,제약,True,-,-,-,-,-,-
제일연마,001560,비철금속,True,-2.1,3.09,5.9,-5.78,16.91,21.5
제일파마홀딩스,002620,제약,True,162.11,11.49,1.54,-258.49,-4.78,123.4
제주은행,006220,은행,True,8.13,8.33,14.5,12.84,4.42,5.04
제주항공,089590,항공사,True,22.79,15.13,-71.24,-51.39,-2.54,-3.65
조광페인트,004910,건축자재,True,2.53,4.02,-1.2,-0.13,11.33,39.49
조광피혁,004700,"섬유, 의류, 신발, 호화품",True,-18.31,5.16,13.92,0.07,26.16,29.35
조비,001550,화학,True,6.28,9.18,1.5,4.62,31.69,52.81
조선내화,000480,비철금속,True,1.95,3.09,2.25,-5.78,6.75,21.5
조선선재,120030,철강,True,0.5,4.43,23.43,0.86,10.38,38.85
조일알미늄,018470,비철금속,True,4.47,3.09,-3.47,-5.78,-0.67,21.5
조흥,002600,식품,True,14.57,10.85,4.98,3.99,11.12,20.65
종근당,185750,제약,True,9.06,11.49,10.22,-258.49,19.21,123.4
종근당바이오,063160,제약,True,6.67,11.49,9.61,-258.49,27.83,123.4
종근당홀딩스,001630,제약,True,29,11.49,12.17,-258.49,10.73,123.4
주연테크,044380,컴퓨터와 주변기기,True,12.38,7.43,-1.15,-12.33,-31.9,-42.73
지누스,013890,가구,True,40.29,27.33,12.82,4.83,19.03,21.84
지엠비코리아,013870,자동차부품,True,-1.2,1.38,-1.32,-1.62,-21.25,33.75
지역난방공사,071320,복합 유틸리티,True,11.25,15.15,-0.44,5.59,-94.65,5.24
지코,010580,자동차부품,True,1.13,1.38,-10.6,-1.62,-1.19,33.75
지투알,035000,광고,True,9.94,17.36,-1.06,15.59,5.51,17.94
진도,088790,"섬유, 의류, 신발, 호화품",True,-14.12,5.16,-6.24,0.07,-1809.44,29.35
진양산업,003780,화학,True,13.39,9.18,15.25,4.62,8.67,52.81
진양폴리우레탄,010640,화학,True,26.57,9.18,7.32,4.62,4.95,52.81
진양홀딩스,100250,화학,True,-4.63,9.18,6.03,4.62,4.14,52.81
진양화학,051630,화학,True,-8.23,9.18,-3.09,4.62,-110.36,52.81
진에어,272450,항공사,True,8.14,15.13,-79.27,-51.39,-2.89,-3.65
진원생명과학,011000,생물공학,True,9.55,29.47,-23.98,-688.98,-130.7,-67.12
진흥기업,002780,건설,True,-5.45,8.53,4.61,1.03,43.41,7.02
참엔지니어링,009310,디스플레이장비 및 부품,True,-15.25,0.55,-3.51,-4.9,11.44,84.28
천일고속,000650,도로와 철도운송,True,0.69,-1.27,-12.21,0.07,-46.82,28.83
체시스,033250,자동차부품,True,-3.55,1.38,-7.75,-1.62,-10.03,33.75
카카오,035720,양방향미디어와서비스,True,27.99,21.26,9.34,-21.8,-215.89,115.6
카프로,006380,화학,True,8.42,9.18,-26.35,4.62,-1.33,52.81
컨버즈,109070,종이와 목재,True,-0.14,-1.93,-85.25,-3.24,-6.33,28.47
케이비아이동국실업,001620,자동차부품,True,-0.56,1.38,-6.3,-1.62,-2.32,33.75
케이씨,029460,반도체와 반도체 장비,True,25.27,11.5,15.05,4.21,6.21,18.62
케이씨씨,002380,건축자재,True,-7.98,4.02,2.35,-0.13,-517.68,39.49
케이씨씨글라스,344820,건축자재,True,-,-,-,-,-,-
케이씨텍,281820,반도체와 반도체 장비,True,-,-,-,-,-,-
케이씨티시,009070,항공화물운송과 물류,True,8.45,4.94,3.6,1.37,14.3,20.34
케이탑리츠,145270,부동산,True,16.21,15.65,70.98,45.89,8.09,15.14
케이티,030200,다각화된 통신서비스,True,2.29,14.13,4.91,0.84,10.08,11.84
케이티스카이라이프,053210,방송과엔터테인먼트,True,1.46,14.98,11.98,-19.88,6.77,-39.21
케이티앤지,033780,담배,True,3.29,3.3,26.86,26.86,12.05,12.04
코람코에너지리츠,357120,부동산,True,-,-,-,-,-,-
코리아써키트,007810,전자장비와 기기,True,-0.11,9.27,3.99,0.6,21.51,51
코리아오토글라스,152330,자동차부품,True,1.18,1.38,11.88,-1.62,11.01,33.75
코리안리,003690,손해보험,True,7.62,7.44,2.01,2.54,5.48,8.36
코스맥스,192820,화장품,True,20.69,25.83,4.96,-28.75,26.46,63.53
코스맥스비티아이,044820,제약,True,20.61,11.49,-1.73,-258.49,38.84,123.4
코스모신소재,005070,화학,True,8.63,9.18,3.37,4.62,198.91,52.81
코스모화학,005420,화학,True,12.4,9.18,-0.39,4.62,-15.02,52.81
코아스,071950,가구,True,5.14,27.33,-2.48,4.83,-31.92,21.84
코오롱,002020,화학,True,3.82,9.18,5.2,4.62,2.75,52.81
코오롱글로벌,003070,건설,True,3.04,8.53,4.17,1.03,7.19,7.02
코오롱머티리얼,144620,"섬유, 의류, 신발, 호화품",True,-33.58,5.16,-18.29,0.07,-10.33,29.35
코오롱인더,120110,화학,True,-1.15,9.18,2.64,4.62,6.67,52.81
코오롱플라스틱,138490,화학,True,11.48,9.18,-0.46,4.62,-57.02,52.81
코웨이,021240,가정용 기기와 용품,True,8.3,5.66,15.78,1.6,15.2,17.42
콤텍시스템,031820,IT서비스,True,12.7,9.32,-0.9,-0.69,-119.23,23.77
쿠쿠홀딩스,192400,가정용 기기와 용품,True,2.98,5.66,16.01,1.6,7,17.42
쿠쿠홈시스,284740,가정용 기기와 용품,True,-,-,-,-,-,-
큐로,015590,기계,True,-8.39,8.28,9.53,-8.38,-69.64,-24.04
크라운제과,264900,식품,True,-,-,-,-,-,-
크라운해태홀딩스,005740,식품,True,-3.9,10.85,4.78,3.99,-20.67,20.65
키다리스튜디오,020120,양방향미디어와서비스,True,24.34,21.26,7.1,-21.8,59,115.6
키움증권,039490,증권,True,47.96,12.58,10.21,6.64,7.1,7.41
키위미디어그룹,012170,방송과엔터테인먼트,True,75.95,14.98,-258.61,-19.88,-0.9,-39.21
태경비케이,014580,비철금속,True,2.82,3.09,3.79,-5.78,18.56,21.5
태경산업,015890,비철금속,True,5.32,3.09,2.67,-5.78,-39.04,21.5
태경케미컬,006890,화학,True,-6.6,9.18,8.69,4.62,14.06,52.81
태광산업,003240,화학,True,2.99,9.18,6.9,4.62,7.27,52.81
태림포장,011280,포장재,True,14.88,5.6,1.58,6.39,42.52,12.99
태양금속공업,004100,자동차부품,True,-0.43,1.38,-4.74,-1.62,-1.83,33.75
태영건설,009410,건설,True,23.98,8.53,9.64,1.03,5.81,7.02
태원물산,001420,자동차부품,True,-11.71,1.38,-1.8,-1.62,129.72,33.75
태평양물산,007980,"섬유, 의류, 신발, 호화품",True,3.96,5.16,0.28,0.07,-5.31,29.35
테이팩스,055490,화학,True,20.99,9.18,11.33,4.62,10.78,52.81
텔코웨어,078000,소프트웨어,True,0.72,9.35,-5.93,2.33,43.03,163.9
토니모리,214420,화장품,True,-9.63,25.83,-12.47,-28.75,-6.82,63.53
티비에이치글로벌,084870,"섬유, 의류, 신발, 호화품",True,-33.67,5.16,-4.28,0.07,-0.44,29.35
티에이치엔,019180,자동차부품,True,11.03,1.38,2.84,-1.62,-2.01,33.75
티와이홀딩스,363280,건설,True,-,-,-,-,-,-
티웨이항공,091810,항공사,True,28.41,15.13,-71.86,-51.39,-1.1,-3.65
티웨이홀딩스,004870,항공사,True,25.67,15.13,-70.05,-51.39,-1.05,-3.65
파미셀,005690,화학,True,5.28,9.18,15.62,4.62,186.52,52.81
팜스코,036580,식품,True,7.13,10.85,1.95,3.99,42.23,20.65
팬오션,028670,해운사,True,9.61,2.28,8.59,16.25,16.99,62.29
퍼스텍,010820,우주항공과 국방,True,-5.84,14.15,-2.76,-5.6,-11.76,21.24
퍼시스,016800,가구,True,9.58,27.33,8.56,4.83,9.85,21.84
페이퍼코리아,001020,종이와 목재,True,-14.29,-1.93,5.35,-3.24,-96.5,28.47
평화산업,090080,자동차부품,True,2.6,1.38,-1.87,-1.62,-71.35,33.75
평화홀딩스,010770,자동차부품,True,-0.56,1.38,-1.62,-1.62,-7.49,33.75
포스코,005490,철강,True,6.64,4.43,4.01,0.86,23.15,38.85
포스코강판,058430,비철금속,True,4.73,3.09,1.45,-5.78,27.91,21.5
포스코인터내셔널,047050,무역회사와 판매업체,True,13.98,0.51,2.4,0.53,9.88,9.56
포스코케미칼,003670,화학,True,9.9,9.18,4.08,4.62,171.99,52.81
폴루스바이오팜,007630,화장품,True,-31.77,25.83,-39.37,-28.75,-5.1,63.53
풀무원,017810,식품,True,5.46,10.85,1.59,3.99,43.27,20.65
풍산,103140,비철금속,True,-4.7,3.09,1.44,-5.78,79.39,21.5
