title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
SGA솔루션즈,184230,소프트웨어,False,-3.09,9.35,-10.34,2.33,-1.66,165.38,190.336
SK4호스팩,307070,창업투자,False,,,,,,,
SK5호스팩,337450,창업투자,False,,,,,,,
SK6호스팩,340350,창업투자,False,,,,,,,
SKC 솔믹스,057500,반도체와 반도체 장비,False,13.69,11.5,3.84,4.25,415.9,16.95,140.019
SK머티리얼즈,036490,디스플레이장비 및 부품,False,18.72,0.55,25.46,-4.96,21.42,84.62,210.554
SM C&C,048550,광고,False,20.44,17.36,-0.56,15.59,2063.96,18.07,201.035
SM Life Design,063440,방송과엔터테인먼트,False,48.16,14.98,-8.12,-19.87,-20.38,-34.19,23.654
SNK,950180,게임엔터테인먼트,False,,,,,,,5.730
SV인베스트먼트,289080,창업투자,False,2.37,22.75,-20.41,3.1,-232.94,27.81,
THE E&M,089230,양방향미디어와서비스,False,42.92,21.26,7.2,-21.71,-30.49,105.03,49.028
THE MIDONG,161570,자동차부품,False,-4.84,1.38,-9.74,-1.59,-10.02,34.78,23.408
TJ미디어,032540,전자제품,False,-1.09,0.89,4.02,-61.35,11.09,24.76,35.391
TPC,048770,기계,False,3.07,8.28,1.39,-8.39,-78.82,-24.97,289.921
TS인베스트먼트,246690,창업투자,False,42.95,22.75,41.86,3.1,17.07,27.81,
UCI,038340,교육서비스,False,-6.87,7.93,-43.04,-8.99,-6.55,-24.02,46.921
WI,073570,반도체와 반도체 장비,False,71.54,11.5,4.48,4.25,52.4,16.95,38.384
W홀딩컴퍼니,052300,건축제품,False,1.56,3.76,-8.02,-0.85,-8.24,-52.33,63.771
YBM넷,057030,교육서비스,False,-3.19,7.93,-0.02,-8.99,891.07,-24.02,79.751
YTN,040300,방송과엔터테인먼트,False,0.01,14.98,-0.83,-19.87,28.85,-34.19,51.680
YW,051390,판매업체,False,-13.33,-15.89,17.27,-209.8,17.54,-42.1,57.850
iMBC,052220,방송과엔터테인먼트,False,-8.47,14.98,3.87,-19.87,26.6,-34.19,24.652
가비아,079940,IT서비스,False,13.22,9.32,16.58,-0.65,14.85,23.68,48.131
가온미디어,078890,전자제품,False,11.22,0.89,2.99,-61.35,12.65,24.76,97.308
감마누,192410,통신장비,False,27.07,16.58,-29.09,-6.07,-10.65,-127.97,115.504
강스템바이오텍,217730,생물공학,False,92.42,29.47,-324.17,-688.98,-7.24,-67.3,65.374
강원,114190,기계,False,0.21,8.28,-46.88,-8.39,-1.25,-24.97,167.944
갤럭시아머니트리,094480,IT서비스,False,16.68,9.32,10.47,-0.65,17.5,23.68,163.074
게임빌,063080,게임엔터테인먼트,False,-9.46,37.78,5.49,-22.21,11.6,31.52,56.699
경남바이오파마,044480,가정용품,False,34.71,9.47,-0.69,6.25,-2.33,13.11,53.236
경남스틸,039240,철강,False,6.22,4.43,1.37,0.84,15.88,39.86,62.793
경남제약,053950,제약,False,4.06,11.49,-2.43,-258.45,-73.53,111.38,21.679
경남제약헬스케어,223310,전자제품,False,-34.93,0.89,-48.09,-61.35,-11.77,24.76,28.253
경동제약,011040,제약,False,3.63,11.49,11.76,-258.45,15.79,111.38,22.448
경창산업,024910,자동차부품,False,-6.29,1.38,-2.18,-1.59,-1.11,34.78,511.255
고려시멘트,198440,건축자재,False,,,,,,,43.632
고려신용정보,049720,상업서비스와 공급품,False,11.12,13.39,6.83,8.48,11.44,25.07,116.108
고려제약,014570,제약,False,0.13,11.49,11.37,-258.45,15.81,111.38,16.602
고영,098460,전자장비와 기기,False,8.93,9.52,8.76,0.39,106.12,39.58,25.368
골드퍼시픽,038530,"섬유, 의류, 신발, 호화품",False,6.56,5.16,-4.94,-0.15,-2.24,26.53,246.218
골든센츄리,900280,자동차부품,False,7.53,1.38,25.61,-1.59,2.28,34.78,7.210
골프존,215000,게임엔터테인먼트,False,4.42,37.78,13.03,-22.21,24.89,31.52,56.260
골프존뉴딘홀딩스,121440,레저용 장비와 제품,False,1.89,-0.98,3.96,-7.84,-19.2,-20.63,73.611
광림,014200,기계,False,18.66,8.28,-0.1,-8.39,-22.6,-24.97,178.134
광진실업,026910,철강,False,3.98,4.43,-6.07,0.84,-6.8,39.86,28.664
광진윈텍,090150,자동차부품,False,-3.4,1.38,2.54,-1.59,36.02,34.78,118.732
교보10호기업인수목적,355150,창업투자,False,,,,,,,
교보8호스팩,307280,창업투자,False,,,,,,,
교보9호스팩,331520,창업투자,False,,,,,,,
구영테크,053270,자동차부품,False,15.89,1.38,-2.42,-1.59,-40.07,34.78,188.086
국보디자인,066620,건설,False,10.13,8.53,5.97,0.98,5.37,6.98,80.373
국순당,043650,음료,False,13.57,1.64,-1.76,1.96,-548.21,171.37,23.188
국영지앤엠,006050,건축제품,False,12.37,3.76,1.08,-0.85,100.9,-52.33,29.968
국일신동,060480,비철금속,False,1.09,3.09,-5.23,-5.72,-45.19,21.62,12.743
국일제지,078130,종이와 목재,False,27.51,-1.93,0.95,-3.3,-31.72,31.73,185.273
그리티,204020,"섬유, 의류, 신발, 호화품",False,5.24,5.16,2.67,-0.15,29.85,26.53,24.225
그린플러스,186230,비철금속,False,8.4,3.09,10.42,-5.72,49.64,21.62,93.419
글로벌에스엠,900070,자동차부품,False,-0.07,1.38,0.69,-1.59,44.59,34.78,41.198
글로벌텍스프리,204620,기타금융,False,13.24,5.74,-175.18,-81.86,9.11,6.79,73.569
글로본,019660,화장품,False,,,,,,,60.012
글로스퍼랩스,032860,철강,False,1.86,4.43,-5.03,0.84,-7.06,39.86,97.204
금강철강,053260,철강,False,1.74,4.43,1.27,0.84,13.31,39.86,24.104
금화피에스시,036190,건설,False,-3.77,8.53,13.89,0.98,5.25,6.98,17.661
기가레인,049080,반도체와 반도체 장비,False,2.77,11.5,-41.74,4.25,-2.71,16.95,319.739
기산텔레콤,035460,통신장비,False,4.26,16.58,0.37,-6.07,16.76,-127.97,92.528
까스텔바작,308100,"섬유, 의류, 신발, 호화품",False,,,,,,,16.076
나노,187790,화학,False,15.22,9.18,-16.65,4.6,-7.88,52.9,87.258
나노브릭,286750,화학,False,15.74,9.18,-2.96,4.6,-186.8,52.9,73.511
나노스,151910,핸드셋,False,9.87,3.39,-8.67,-7.02,-129.96,102.62,126.113
나노신소재,121600,화학,False,5.95,9.18,9.09,4.6,89.29,52.9,8.643
나노엔텍,039860,생명과학 도구 및 서비스,False,5.74,19.79,12.8,-2011.32,42.81,48.37,13.683
나노캠텍,091970,화학,False,-3.66,9.18,8.09,4.6,-2.98,52.9,22.521
나라엠앤디,051490,기계,False,6,8.28,2.65,-8.39,50.86,-24.97,169.010
나무가,190510,핸드셋,False,7.36,3.39,-0.78,-7.02,43.27,102.62,339.405
나무기술,242040,IT서비스,False,19.65,9.32,-3.11,-0.65,-25.01,23.68,213.301
나스미디어,089600,광고,False,18.71,17.36,22.08,15.59,13.98,18.07,132.634
나우IB,293580,창업투자,False,2.09,22.75,32.11,3.1,16.28,27.81,
나이벡,138610,건강관리장비와 용품,False,24.57,16.26,-15.83,-217.67,-190.1,305.67,30.400
나이스디앤비,130580,상업서비스와 공급품,False,31.55,13.39,16.5,8.48,13.63,25.07,30.929
나이스정보통신,036800,상업서비스와 공급품,False,12.62,13.39,6.69,8.48,10.39,25.07,177.786
나인테크,267320,반도체와 반도체 장비,False,,,,,,,
남화산업,111710,"호텔, 레스토랑, 레저",False,5.14,10.8,36.8,-70.93,67.25,-41.28,9.147
남화토건,091590,건설,False,-5.95,8.53,5.28,0.98,29.62,6.98,16.997
내츄럴엔도텍,168330,제약,False,0.12,11.49,-129.72,-258.45,-8.77,111.38,138.167
네스엠,056000,게임엔터테인먼트,False,-12.34,37.78,-20.23,-22.21,-10.57,31.52,21.810
네오셈,253590,반도체와 반도체 장비,False,,,,,,,71.146
네오오토,212560,자동차부품,False,-5.54,1.38,1.32,-1.59,10.1,34.78,77.752
네오위즈,095660,게임엔터테인먼트,False,10.03,37.78,17.13,-22.21,14.54,31.52,21.018
네오위즈홀딩스,042420,게임엔터테인먼트,False,7.98,37.78,15.77,-22.21,5.4,31.52,13.268
네오크레마,311390,식품과 기본식료품 소매,False,11.06,11.17,4.02,4.51,63.66,99.29,24.679
네오티스,085910,자동차부품,False,1.83,1.38,10.03,-1.59,30.93,34.78,98.956
네오팜,092730,화장품,False,25.25,25.83,25.69,-29.3,12.68,62.6,16.131
네오펙트,290660,건강관리장비와 용품,False,83.89,16.26,-88.78,-217.67,-2.45,305.67,274.494
네온테크,306620,반도체와 반도체 장비,False,2.29,11.5,5.21,4.25,119.4,16.95,12.372
네이블커뮤니케이션즈,153460,소프트웨어,False,-16.97,9.35,-30.68,2.33,-25.83,165.38,8.161
네이처셀,007390,음료,False,-4.86,1.64,-18.48,1.96,-171.34,171.37,13.703
네패스,033640,반도체와 반도체 장비,False,11.37,11.5,9.13,4.25,106.84,16.95,174.766
넥스턴,089140,기계,False,-24.16,8.28,-26.49,-8.39,86.88,-24.97,5.003
넥스트BT,065170,제약,False,-7.33,11.49,-6.25,-258.45,-46.78,111.38,75.088
넥스트아이,137940,디스플레이장비 및 부품,False,30.77,0.55,-3.87,-4.96,-18.82,84.62,56.054
넥스틴,348210,반도체와 반도체 장비,False,53.56,11.5,-18.73,4.25,-114.87,16.95,
넥슨지티,041140,게임엔터테인먼트,False,-20.95,37.78,-24.16,-22.21,18.19,31.52,34.444
넵튠,217270,게임엔터테인먼트,False,-0.55,37.78,-43.19,-22.21,20.93,31.52,86.551
넷게임즈,225570,게임엔터테인먼트,False,,,,,,,91.205
노랑풍선,104620,"호텔, 레스토랑, 레저",False,8.38,10.8,-146.69,-70.93,-27.72,-41.28,104.555
노바렉스,194700,제약,False,27.3,11.49,11.34,-258.45,15.31,111.38,68.024
노바텍,285490,핸드셋,False,24.77,3.39,30.41,-7.02,21.31,102.62,19.767
노터스,278650,생명과학 도구 및 서비스,False,60.39,19.79,14.62,-2011.32,40.87,48.37,43.020
녹십자랩셀,144510,건강관리업체 및 서비스,False,10.92,36.39,-0.44,-396.21,1053.93,-55.93,42.207
녹십자셀,031390,생물공학,False,10.03,29.47,5.61,-688.98,543.4,-67.3,80.645
녹십자엠에스,142280,건강관리장비와 용품,False,2.98,16.26,-0.1,-217.67,-504.98,305.67,75.036
녹십자웰빙,234690,제약,False,22.24,11.49,11.39,-258.45,43.45,111.38,28.312
녹원씨엔아이,065560,화학,False,152.34,9.18,1.59,4.6,-9.75,52.9,51.487
농우바이오,054050,생물공학,False,5.56,29.47,3.5,-688.98,23.61,-67.3,25.074
누리텔레콤,040160,소프트웨어,False,42.32,9.35,8.24,2.33,7.34,165.38,88.158
누리플랜,069140,상업서비스와 공급품,False,38.43,13.39,2.28,8.48,-130.2,25.07,329.583
뉴로스,126870,기계,False,10.39,8.28,-34.03,-8.39,-1.71,-24.97,169.094
뉴보텍,060260,건축제품,False,5.18,3.76,-1.05,-0.85,139.48,-52.33,67.343
뉴인텍,012340,전기제품,False,4.35,17.99,0.41,2.76,-143.36,143.11,84.293
뉴지랩,214870,통신장비,False,42.84,16.58,-16.29,-6.07,-48.24,-127.97,76.428
뉴트리,270870,제약,False,55.73,11.49,13.04,-258.45,11.98,111.38,32.648
뉴파워프라즈마,144960,반도체와 반도체 장비,False,-3.72,11.5,11.54,4.25,22.89,16.95,11.059
뉴프라이드,900100,자동차부품,False,-2.64,1.38,-10.66,-1.59,-2.55,34.78,233.672
뉴프렉스,085670,전자장비와 기기,False,-4.06,9.52,-10.7,0.39,-5.57,39.58,176.653
다나와,119860,인터넷과 카탈로그 소매,False,37.37,9.76,21.64,25.67,14.87,21.19,40.590
다날,064260,IT서비스,False,12.72,9.32,4.91,-0.65,35.76,23.68,156.301
다믈멀티미디어,093640,반도체와 반도체 장비,False,-20,11.5,1.56,4.25,-13.44,16.95,57.715
다산네트웍스,039560,통신장비,False,33.21,16.58,-4.64,-6.07,-69.82,-127.97,95.242
다우데이타,032190,증권,False,37.79,12.58,10.44,6.64,6.8,7.64,787.473
다원시스,068240,전자장비와 기기,False,33.13,9.52,6.95,0.39,67.2,39.58,154.232
대동금속,020400,자동차부품,False,13.16,1.38,3.12,-1.59,65.27,34.78,207.821
대동기어,008830,기계,False,15.5,8.28,2.03,-8.39,-127.72,-24.97,218.685
대동스틸,048470,철강,False,18.45,4.43,-0.63,0.84,-35.56,39.86,28.147
대륙제관,004780,포장재,False,1.94,5.6,5.1,5.88,10.78,13.64,47.394
대림제지,017650,포장재,False,16.24,5.6,25.1,5.88,22.81,13.64,49.481
대명소노시즌,007720,판매업체,False,1.43,-15.89,-0.86,-209.8,1.86,-42.1,47.107
대모,317850,기계,False,3.22,8.28,-1.71,-8.39,33.77,-24.97,74.301
대보마그네틱,290670,전기제품,False,61.76,17.99,5.32,2.76,208.08,143.11,76.974
대봉엘에스,078140,제약,False,-0.71,11.49,11.92,-258.45,19.49,111.38,20.280
대성미생물,036480,제약,False,-6.55,11.49,14.7,-258.45,25.81,111.38,44.673
대성엘텍,025440,자동차부품,False,1.08,1.38,-1.8,-1.59,-10.43,34.78,190.420
대성창투,027830,창업투자,False,-12.52,22.75,-26.76,3.1,159.77,27.81,
대성파인텍,104040,자동차부품,False,-7.72,1.38,-1.07,-1.59,-119.03,34.78,72.917
대신밸런스제6호스팩,307750,창업투자,False,,,,,,,
대신밸런스제7호스팩,332290,창업투자,False,,,,,,,
대신밸런스제8호스팩,336570,창업투자,False,,,,,,,
대신정보통신,020180,IT서비스,False,3.11,9.32,-0.12,-0.65,44.08,23.68,145.406
대아티아이,045390,IT서비스,False,4.87,9.32,6.8,-0.65,475.87,23.68,53.409
대양전기공업,108380,조선,False,0.37,-3.94,8.87,-8.11,12.66,-28.74,25.213
대양제지,006580,포장재,False,9.96,5.6,10.97,5.88,3.66,13.64,57.680
대원,007680,건설,False,-2.41,8.53,3.97,0.98,38.79,6.98,72.803
대원미디어,048910,방송과엔터테인먼트,False,26.34,14.98,2.42,-19.87,32.12,-34.19,34.528
대원산업,005710,자동차부품,False,-7.07,1.38,2.82,-1.59,5.84,34.78,55.112
대유,290380,화학,False,4.05,9.18,-52.51,4.6,21.73,52.9,14.313
대유에이피,290120,자동차부품,False,42.6,1.38,7.73,-1.59,8.03,34.78,167.213
대정화금,120240,화학,False,9.31,9.18,11.97,4.6,40.61,52.9,24.798
대주산업,003310,식품,False,-0.3,10.85,4.5,4.04,32.28,19.05,67.151
대주전자재료,078600,전자장비와 기기,False,19.67,9.52,5.2,0.39,148.58,39.58,132.731
대창솔루션,096350,기계,False,9.74,8.28,-10.81,-8.39,-8.22,-24.97,136.622
대창스틸,140520,철강,False,-13.24,4.43,-1.17,0.84,-11.86,39.86,133.566
대한과학,131220,생명과학 도구 및 서비스,False,6.19,19.79,4.58,-2011.32,101.25,48.37,35.506
대한광통신,010170,전기장비,False,9.83,6.05,-13.86,2.33,-14.23,-73.59,61.482
대한그린파워,060900,석유와 가스,False,-22.08,7.14,-184.89,-10.86,-14.02,-9.59,102.156
대한뉴팜,054670,제약,False,7.02,11.49,16.15,-258.45,15.96,111.38,109.455
대한약품,023910,제약,False,6.57,11.49,18.65,-258.45,7.09,111.38,48.015
대호피앤씨,021040,철강,False,3.22,4.43,-1.01,0.84,-4.85,39.86,105.153
대화제약,067080,제약,False,-6.96,11.49,1.97,-258.45,49,111.38,97.673
더네이쳐홀딩스,298540,"섬유, 의류, 신발, 호화품",False,80.38,5.16,16.92,-0.15,19.5,26.53,
더블유에프엠,035290,교육서비스,False,-20.04,7.93,-67.75,-8.99,-1.85,-24.02,1810.371
덕산네오룩스,213420,디스플레이장비 및 부품,False,32.23,0.55,27.4,-4.96,24.58,84.62,13.360
덕산테코피아,317330,디스플레이장비 및 부품,False,47.7,0.55,17.76,-4.96,27.21,84.62,9.414
덕산하이메탈,077360,반도체와 반도체 장비,False,6.52,11.5,7.38,4.25,10.83,16.95,5.091
덕신하우징,090410,건축제품,False,7,3.76,-3.28,-0.85,-20.59,-52.33,61.763
덕우전자,263600,핸드셋,False,18.73,3.39,12.18,-7.02,6.77,102.62,33.545
데브시스터즈,194480,게임엔터테인먼트,False,35.18,37.78,-30.73,-22.21,-7.51,31.52,20.518
데이타솔루션,263800,IT서비스,False,0.12,9.32,-1.29,-0.65,-90.13,23.68,146.187
데일리블록체인,139050,IT서비스,False,29.11,9.32,1.11,-0.65,-6.72,23.68,158.963
덱스터,206560,방송과엔터테인먼트,False,20.42,14.98,-11.74,-19.87,-17.42,-34.19,20.232
덴티스,261200,건강관리장비와 용품,False,,,,,,,10.158
도이치모터스,067990,전문소매,False,21.53,24.11,5.23,-19.13,5.23,-11.83,206.939
동구바이오제약,006620,제약,False,12.75,11.49,6.8,-258.45,11.15,111.38,54.958
동국S&C,100130,기계,False,-6.1,8.28,5.11,-8.39,57.41,-24.97,45.151
동국산업,005160,철강,False,-3.72,4.43,5.42,0.84,12.92,39.86,42.104
동국알앤에스,075970,비철금속,False,2.51,3.09,4.15,-5.72,21.61,21.62,59.018
동국제약,086450,제약,False,15.91,11.49,14.77,-258.45,19.03,111.38,41.244
동방선기,099410,조선,False,-6.81,-3.94,-4.32,-8.11,-53.31,-28.74,19.603
동성화인텍,033500,화학,False,-8.9,9.18,8.28,4.6,13.64,52.9,177.233
동신건설,025950,건설,False,-28.27,8.53,-0.71,0.98,-119.84,6.98,16.934
동아엘텍,088130,디스플레이장비 및 부품,False,-2.08,0.55,8.86,-4.96,9.73,84.62,28.023
동아화성,041930,자동차부품,False,6.31,1.38,3.95,-1.59,42.24,34.78,114.955
동양에스텍,060380,철강,False,11.76,4.43,1.29,0.84,-12.92,39.86,166.630
동양이엔피,079960,전기제품,False,3.09,17.99,7.74,2.76,4.21,143.11,31.666
동양파일,228340,건축자재,False,-23.96,4.02,-8.42,0,-5,39.63,6.305
동우팜투테이블,088910,식품,False,4.7,10.85,-3.3,4.04,-10,19.05,18.247
동운아나텍,094170,핸드셋,False,0.06,3.39,-12.24,-7.02,-12252.8,102.62,118.578
동원개발,013120,건설,False,6.34,8.53,20.93,0.98,3.84,6.98,20.574
동일금속,109860,기계,False,13.63,8.28,8.08,-8.39,9.26,-24.97,14.133
동일기연,032960,전자장비와 기기,False,0.79,9.52,0.82,0.39,57.88,39.58,11.608
동일철강,023790,철강,False,-22.99,4.43,-20.15,0.84,-6.64,39.86,65.850
동진쎄미켐,005290,반도체와 반도체 장비,False,4.59,11.5,13.74,4.25,18.94,16.95,133.296
동화기업,025900,건축자재,False,1.27,4.02,7.41,0,35.92,39.63,112.580
듀오백,073190,가구,False,-0.7,27.33,-2.24,4.89,-41.26,21.8,19.280
드래곤플라이,030350,게임엔터테인먼트,False,-17.77,37.78,-107.2,-22.21,-9.51,31.52,20.603
드림시큐리티,203650,소프트웨어,False,11.87,9.35,10.05,2.33,45.4,165.38,20.279
드림씨아이에스,223250,제약,False,12.61,11.49,19.61,-258.45,25.68,111.38,
드림어스컴퍼니,060570,전자제품,False,55.55,0.89,-5.32,-61.35,-8.81,24.76,45.514
디딤,217620,"호텔, 레스토랑, 레저",False,,,,,,,257.233
디바이스이엔지,187870,디스플레이장비 및 부품,False,-15.16,0.55,28.23,-4.96,6.72,84.62,69.972
디스플레이텍,066670,핸드셋,False,-21.24,3.39,14.03,-7.02,13.28,102.62,12.245
디아이티,110990,디스플레이장비 및 부품,False,18.71,0.55,-18.44,-4.96,331.79,84.62,68.039
디알젬,263690,건강관리장비와 용품,False,19.34,16.26,17.29,-217.67,8.64,305.67,93.860
디알텍,214680,건강관리장비와 용품,False,9.3,16.26,3.19,-217.67,158.46,305.67,89.935
디앤씨미디어,263720,출판,False,30.66,13.25,22.35,3.86,59.27,30.42,28.728
디에스케이,109740,디스플레이장비 및 부품,False,17.5,0.55,-40.64,-4.96,-32.4,84.62,37.229
디에스티,033430,기계,False,-12.5,8.28,-18.4,-8.39,-2.54,-24.97,1312.055
디에이치피코리아,131030,제약,False,10.56,11.49,25.88,-258.45,8.13,111.38,10.415
디에이테크놀로지,196490,전기제품,False,13.26,17.99,-14.4,2.76,-4.49,143.11,86.103
디에이피,066900,전자장비와 기기,False,2.96,9.52,0.94,0.39,29.85,39.58,124.425
디엔에이링크,127120,생명과학 도구 및 서비스,False,10.69,19.79,-41.25,-2011.32,-15.77,48.37,168.045
디엔에프,092070,반도체와 반도체 장비,False,0.34,11.5,12.61,4.25,24.67,16.95,21.990
디엠티,134580,전자제품,False,-25.04,0.89,-18.17,-61.35,-5.27,24.76,20.478
디오,039840,건강관리장비와 용품,False,13.05,16.26,23.18,-217.67,49.83,305.67,90.172
디오스텍,196450,핸드셋,False,29.47,3.39,-14.18,-7.02,-3.74,102.62,51.237
디와이피엔에프,104460,기계,False,21.5,8.28,17.44,-8.39,8.43,-24.97,135.234
디이엔티,079810,디스플레이장비 및 부품,False,-13.29,0.55,-42.83,-4.96,-12.64,84.62,154.022
디자인,227100,핸드셋,False,-1.9,3.39,-13.02,-7.02,-5.15,102.62,102.011
디젠스,113810,자동차부품,False,-12.87,1.38,1.43,-1.59,19.19,34.78,305.750
디지아이,043360,컴퓨터와 주변기기,False,-6.79,7.43,-17.06,-12.44,-7.61,-50.84,7.027
디지캡,197140,소프트웨어,False,28.63,9.35,-5.83,2.33,103.97,165.38,63.348
디지탈옵틱,106520,핸드셋,False,5.77,3.39,-28.75,-7.02,-3.14,102.62,115.829
디지털대성,068930,교육서비스,False,18.97,7.93,10.84,-8.99,16.23,-24.02,50.757
디지틀조선,033130,출판,False,-4.73,13.25,7.13,3.86,34.75,30.42,11.126
디케이락,105740,기계,False,12.66,8.28,9.93,-8.39,17.64,-24.97,33.182
디케이앤디,263020,"섬유, 의류, 신발, 호화품",False,7.5,5.16,7.63,-0.15,15.92,26.53,20.671
디케이티,290550,핸드셋,False,58.53,3.39,3.66,-7.02,12.56,102.62,96.327
디티앤씨,187220,전자장비와 기기,False,22.24,9.52,0.59,0.39,-13.08,39.58,111.099
딜리,131180,컴퓨터와 주변기기,False,1.57,7.43,-3.69,-12.44,234.74,-50.84,10.783
라닉스,317120,통신장비,False,,,,,,,15.376
라온시큐어,042510,소프트웨어,False,22.15,9.35,-6.12,2.33,-39.58,165.38,123.650
